yr,r,ec,units,value
2008,nd,EDUCAT,billions of us dollars (USD),1.32531
2008,nd,PUBWEL,billions of us dollars (USD),0.773278
2008,nd,HOSPTL,billions of us dollars (USD),0.016426
2008,nd,HEALTH,billions of us dollars (USD),0.064749
2008,nd,HGHWAY,billions of us dollars (USD),0.458616
2008,nd,POLICE,billions of us dollars (USD),0.027949
2008,nd,CORREC,billions of us dollars (USD),0.061368
2008,nd,NATRES,billions of us dollars (USD),0.166129
2008,nd,PARKRC,billions of us dollars (USD),0.02573
2008,nd,GOVADM,billions of us dollars (USD),0.122952
2008,nd,INTGEN,billions of us dollars (USD),0.164425
2008,nd,OTHUNA,billions of us dollars (USD),0.582954
2008,nd,UTLEXP,billions of us dollars (USD),0.0
2008,nd,LIQEXP,billions of us dollars (USD),0.0
2008,nd,INSEXP,billions of us dollars (USD),0.336072
2008,nd,DEBTFY,billions of us dollars (USD),1.951959
2008,nd,CASHSH,billions of us dollars (USD),11.839776
2008,oh,TOTREV,billions of us dollars (USD),65.923692
2008,oh,GENREV,billions of us dollars (USD),54.745431
2008,oh,INTREV,billions of us dollars (USD),17.093617
2008,oh,TAXREV,billions of us dollars (USD),26.074544
2008,oh,GSALES,billions of us dollars (USD),7.865674
2008,oh,SSALES,billions of us dollars (USD),4.879721
2008,oh,LICTAX,billions of us dollars (USD),2.656231
2008,oh,INDTAX,billions of us dollars (USD),9.847506
2008,oh,CORTAX,billions of us dollars (USD),0.754633
2008,oh,OTHTAX,billions of us dollars (USD),0.070779
2008,oh,CURCHG,billions of us dollars (USD),7.036186
2008,oh,MSCREV,billions of us dollars (USD),4.541084
2008,oh,UTLREV,billions of us dollars (USD),0.0
2008,oh,LIQREV,billions of us dollars (USD),0.712796
2008,oh,INSREV,billions of us dollars (USD),10.465465
2008,oh,TOTEXP,billions of us dollars (USD),68.071276
2008,oh,INTEXP,billions of us dollars (USD),18.080744
2008,oh,CUROPR,billions of us dollars (USD),29.898844
2008,oh,CAPOUT,billions of us dollars (USD),3.569549
2008,oh,INSBEN,billions of us dollars (USD),12.762692
2008,oh,SUBSID,billions of us dollars (USD),2.318754
2008,oh,INTRST,billions of us dollars (USD),1.440693
2008,oh,SALARY,billions of us dollars (USD),7.88317
2008,oh,GENEXP,billions of us dollars (USD),54.863653
2008,oh,EDUCAT,billions of us dollars (USD),20.120031
2008,oh,PUBWEL,billions of us dollars (USD),16.113757
2008,oh,HOSPTL,billions of us dollars (USD),2.089571
2008,oh,HEALTH,billions of us dollars (USD),2.470691
2008,oh,HGHWAY,billions of us dollars (USD),3.215512
2008,oh,POLICE,billions of us dollars (USD),0.264055
2008,oh,CORREC,billions of us dollars (USD),1.668729
2008,oh,NATRES,billions of us dollars (USD),0.362226
2008,oh,PARKRC,billions of us dollars (USD),0.107442
2008,oh,GOVADM,billions of us dollars (USD),2.108862
2008,oh,INTGEN,billions of us dollars (USD),1.440693
2008,oh,OTHUNA,billions of us dollars (USD),4.902084
2008,oh,UTLEXP,billions of us dollars (USD),0.0
2008,oh,LIQEXP,billions of us dollars (USD),0.444931
2008,oh,INSEXP,billions of us dollars (USD),12.762692
2008,oh,DEBTFY,billions of us dollars (USD),27.306103
2008,oh,CASHSH,billions of us dollars (USD),202.396973
2008,ok,TOTREV,billions of us dollars (USD),18.656746
2008,ok,GENREV,billions of us dollars (USD),17.826212
2008,ok,INTREV,billions of us dollars (USD),5.705546
2008,ok,TAXREV,billions of us dollars (USD),8.330786
2008,ok,GSALES,billions of us dollars (USD),2.09622
2008,ok,SSALES,billions of us dollars (USD),0.937582
2008,ok,LICTAX,billions of us dollars (USD),0.891423
2008,ok,INDTAX,billions of us dollars (USD),2.787445
2008,ok,CORTAX,billions of us dollars (USD),0.360065
2008,ok,OTHTAX,billions of us dollars (USD),1.258051
2008,ok,CURCHG,billions of us dollars (USD),2.10848
2008,ok,MSCREV,billions of us dollars (USD),1.6814
2008,ok,UTLREV,billions of us dollars (USD),0.458156
2008,ok,LIQREV,billions of us dollars (USD),0.0
2008,ok,INSREV,billions of us dollars (USD),0.372378
2008,ok,TOTEXP,billions of us dollars (USD),19.517639
2008,ok,INTEXP,billions of us dollars (USD),4.391706
2008,ok,CUROPR,billions of us dollars (USD),10.744503
2008,ok,CAPOUT,billions of us dollars (USD),1.65143
2008,ok,INSBEN,billions of us dollars (USD),1.890135
2008,ok,SUBSID,billions of us dollars (USD),0.322559
2008,ok,INTRST,billions of us dollars (USD),0.517306
2008,ok,SALARY,billions of us dollars (USD),2.976703
2008,ok,GENEXP,billions of us dollars (USD),17.208905
2008,ok,EDUCAT,billions of us dollars (USD),7.046621
2008,ok,PUBWEL,billions of us dollars (USD),4.821034
2008,ok,HOSPTL,billions of us dollars (USD),0.227554
2008,ok,HEALTH,billions of us dollars (USD),0.78068
2008,ok,HGHWAY,billions of us dollars (USD),1.472367
2008,ok,POLICE,billions of us dollars (USD),0.161213
2008,ok,CORREC,billions of us dollars (USD),0.616933
2008,ok,NATRES,billions of us dollars (USD),0.215089
2008,ok,PARKRC,billions of us dollars (USD),0.099929
2008,ok,GOVADM,billions of us dollars (USD),0.539815
2008,ok,INTGEN,billions of us dollars (USD),0.461086
2008,ok,OTHUNA,billions of us dollars (USD),0.766584
2008,ok,UTLEXP,billions of us dollars (USD),0.418599
2008,ok,LIQEXP,billions of us dollars (USD),0.0
2008,ok,INSEXP,billions of us dollars (USD),1.890135
2008,ok,DEBTFY,billions of us dollars (USD),9.129789
2008,ok,CASHSH,billions of us dollars (USD),37.066174
2008,or,TOTREV,billions of us dollars (USD),17.34658
2008,or,GENREV,billions of us dollars (USD),16.856418
2008,or,INTREV,billions of us dollars (USD),4.835171
2008,or,TAXREV,billions of us dollars (USD),7.487873
2008,or,GSALES,billions of us dollars (USD),0.0
2008,or,SSALES,billions of us dollars (USD),0.969734
2008,or,LICTAX,billions of us dollars (USD),0.9173
2008,or,INDTAX,billions of us dollars (USD),4.968791
2008,or,CORTAX,billions of us dollars (USD),0.477113
2008,or,OTHTAX,billions of us dollars (USD),0.154935
2008,or,CURCHG,billions of us dollars (USD),2.277793
2008,or,MSCREV,billions of us dollars (USD),2.255581
2008,or,UTLREV,billions of us dollars (USD),0.000171
2008,or,LIQREV,billions of us dollars (USD),0.402102
2008,or,INSREV,billions of us dollars (USD),0.087889
2008,or,TOTEXP,billions of us dollars (USD),22.387184
2008,or,INTEXP,billions of us dollars (USD),5.640993
2008,or,CUROPR,billions of us dollars (USD),10.55763
2008,or,CAPOUT,billions of us dollars (USD),1.323805
2008,or,INSBEN,billions of us dollars (USD),4.094059
2008,or,SUBSID,billions of us dollars (USD),0.317207
2008,or,INTRST,billions of us dollars (USD),0.45349
2008,or,SALARY,billions of us dollars (USD),3.901453
2008,or,GENEXP,billions of us dollars (USD),18.076377
2008,or,EDUCAT,billions of us dollars (USD),6.768386
2008,or,PUBWEL,billions of us dollars (USD),4.311257
2008,or,HOSPTL,billions of us dollars (USD),1.154493
2008,or,HEALTH,billions of us dollars (USD),0.40743
2008,or,HGHWAY,billions of us dollars (USD),1.528591
2008,or,POLICE,billions of us dollars (USD),0.173661
2008,or,CORREC,billions of us dollars (USD),0.720504
2008,or,NATRES,billions of us dollars (USD),0.424465
2008,or,PARKRC,billions of us dollars (USD),0.103461
2008,or,GOVADM,billions of us dollars (USD),0.888704
2008,or,INTGEN,billions of us dollars (USD),0.45349
2008,or,OTHUNA,billions of us dollars (USD),1.141935
2008,or,UTLEXP,billions of us dollars (USD),0.013996
2008,or,LIQEXP,billions of us dollars (USD),0.202752
2008,or,INSEXP,billions of us dollars (USD),4.094059
2008,or,DEBTFY,billions of us dollars (USD),11.59744
2008,or,CASHSH,billions of us dollars (USD),71.905837
2008,pa,TOTREV,billions of us dollars (USD),71.142087
2008,pa,GENREV,billions of us dollars (USD),60.800175
2008,pa,INTREV,billions of us dollars (USD),16.170286
2008,pa,TAXREV,billions of us dollars (USD),32.12374
2008,pa,GSALES,billions of us dollars (USD),8.873309
2008,pa,SSALES,billions of us dollars (USD),6.432704
2008,pa,LICTAX,billions of us dollars (USD),2.822738
2008,pa,INDTAX,billions of us dollars (USD),10.408439
2008,pa,CORTAX,billions of us dollars (USD),2.19142
2008,pa,OTHTAX,billions of us dollars (USD),1.39513
2008,pa,CURCHG,billions of us dollars (USD),7.065194
2008,pa,MSCREV,billions of us dollars (USD),5.440955
2008,pa,UTLREV,billions of us dollars (USD),0.0
2008,pa,LIQREV,billions of us dollars (USD),1.413265
2008,pa,INSREV,billions of us dollars (USD),8.928647
2008,pa,TOTEXP,billions of us dollars (USD),73.354637
2008,pa,INTEXP,billions of us dollars (USD),17.826902
2008,pa,CUROPR,billions of us dollars (USD),35.968591
2008,pa,CAPOUT,billions of us dollars (USD),5.840481
2008,pa,INSBEN,billions of us dollars (USD),9.819464
2008,pa,SUBSID,billions of us dollars (USD),1.950815
2008,pa,INTRST,billions of us dollars (USD),1.948384
2008,pa,SALARY,billions of us dollars (USD),7.802801
2008,pa,GENEXP,billions of us dollars (USD),62.231302
2008,pa,EDUCAT,billions of us dollars (USD),19.475573
2008,pa,PUBWEL,billions of us dollars (USD),19.822978
2008,pa,HOSPTL,billions of us dollars (USD),2.821303
2008,pa,HEALTH,billions of us dollars (USD),2.030708
2008,pa,HGHWAY,billions of us dollars (USD),6.570331
2008,pa,POLICE,billions of us dollars (USD),0.839741
2008,pa,CORREC,billions of us dollars (USD),1.744264
2008,pa,NATRES,billions of us dollars (USD),0.681763
2008,pa,PARKRC,billions of us dollars (USD),0.288133
2008,pa,GOVADM,billions of us dollars (USD),2.503561
2008,pa,INTGEN,billions of us dollars (USD),1.948384
2008,pa,OTHUNA,billions of us dollars (USD),3.504563
2008,pa,UTLEXP,billions of us dollars (USD),1.4e-5
2008,pa,LIQEXP,billions of us dollars (USD),1.303857
2008,pa,INSEXP,billions of us dollars (USD),9.819464
2008,pa,DEBTFY,billions of us dollars (USD),40.100004
2008,pa,CASHSH,billions of us dollars (USD),152.815652
2008,ri,TOTREV,billions of us dollars (USD),6.691508
2008,ri,GENREV,billions of us dollars (USD),6.387606
2008,ri,INTREV,billions of us dollars (USD),2.017956
2008,ri,TAXREV,billions of us dollars (USD),2.761356
2008,ri,GSALES,billions of us dollars (USD),0.84687
2008,ri,SSALES,billions of us dollars (USD),0.534245
2008,ri,LICTAX,billions of us dollars (USD),0.095792
2008,ri,INDTAX,billions of us dollars (USD),1.091705
2008,ri,CORTAX,billions of us dollars (USD),0.145866
2008,ri,OTHTAX,billions of us dollars (USD),0.046878
2008,ri,CURCHG,billions of us dollars (USD),0.688166
2008,ri,MSCREV,billions of us dollars (USD),0.920128
2008,ri,UTLREV,billions of us dollars (USD),0.032643
2008,ri,LIQREV,billions of us dollars (USD),0.0
2008,ri,INSREV,billions of us dollars (USD),0.271259
2008,ri,TOTEXP,billions of us dollars (USD),7.49587
2008,ri,INTEXP,billions of us dollars (USD),1.067849
2008,ri,CUROPR,billions of us dollars (USD),4.30167
2008,ri,CAPOUT,billions of us dollars (USD),0.445746
2008,ri,INSBEN,billions of us dollars (USD),1.127934
2008,ri,SUBSID,billions of us dollars (USD),0.132802
2008,ri,INTRST,billions of us dollars (USD),0.419869
2008,ri,SALARY,billions of us dollars (USD),1.093981
2008,ri,GENEXP,billions of us dollars (USD),6.228442
2008,ri,EDUCAT,billions of us dollars (USD),1.702825
2008,ri,PUBWEL,billions of us dollars (USD),2.230969
2008,ri,HOSPTL,billions of us dollars (USD),0.087528
2008,ri,HEALTH,billions of us dollars (USD),0.180822
2008,ri,HGHWAY,billions of us dollars (USD),0.201869
2008,ri,POLICE,billions of us dollars (USD),0.057953
2008,ri,CORREC,billions of us dollars (USD),0.199394
2008,ri,NATRES,billions of us dollars (USD),0.04148
2008,ri,PARKRC,billions of us dollars (USD),0.007664
2008,ri,GOVADM,billions of us dollars (USD),0.362174
2008,ri,INTGEN,billions of us dollars (USD),0.419869
2008,ri,OTHUNA,billions of us dollars (USD),0.735895
2008,ri,UTLEXP,billions of us dollars (USD),0.139494
2008,ri,LIQEXP,billions of us dollars (USD),0.0
2008,ri,INSEXP,billions of us dollars (USD),1.127934
2008,ri,DEBTFY,billions of us dollars (USD),8.926977
2008,ri,CASHSH,billions of us dollars (USD),15.635551
2008,sc,TOTREV,billions of us dollars (USD),22.836798
2008,sc,GENREV,billions of us dollars (USD),20.23686
2008,sc,INTREV,billions of us dollars (USD),6.280223
2008,sc,TAXREV,billions of us dollars (USD),8.43555
2008,sc,GSALES,billions of us dollars (USD),3.051608
2008,sc,SSALES,billions of us dollars (USD),1.227555
2008,sc,LICTAX,billions of us dollars (USD),0.433877
2008,sc,INDTAX,billions of us dollars (USD),3.3278
2008,sc,CORTAX,billions of us dollars (USD),0.3126
2008,sc,OTHTAX,billions of us dollars (USD),0.08211
2008,sc,CURCHG,billions of us dollars (USD),3.909828
2008,sc,MSCREV,billions of us dollars (USD),1.611259
2008,sc,UTLREV,billions of us dollars (USD),1.453006
2008,sc,LIQREV,billions of us dollars (USD),0.0
2008,sc,INSREV,billions of us dollars (USD),1.146932
2008,sc,TOTEXP,billions of us dollars (USD),27.590685
2008,sc,INTEXP,billions of us dollars (USD),5.719235
2008,sc,CUROPR,billions of us dollars (USD),14.967195
2008,sc,CAPOUT,billions of us dollars (USD),2.343611
2008,sc,INSBEN,billions of us dollars (USD),2.773263
2008,sc,SUBSID,billions of us dollars (USD),1.00272
2008,sc,INTRST,billions of us dollars (USD),0.784661
2008,sc,SALARY,billions of us dollars (USD),3.639952
2008,sc,GENEXP,billions of us dollars (USD),22.985286
2008,sc,EDUCAT,billions of us dollars (USD),8.151202
2008,sc,PUBWEL,billions of us dollars (USD),5.474835
2008,sc,HOSPTL,billions of us dollars (USD),1.684779
2008,sc,HEALTH,billions of us dollars (USD),1.051239
2008,sc,HGHWAY,billions of us dollars (USD),1.064541
2008,sc,POLICE,billions of us dollars (USD),0.208518
2008,sc,CORREC,billions of us dollars (USD),0.514479
2008,sc,NATRES,billions of us dollars (USD),0.299956
2008,sc,PARKRC,billions of us dollars (USD),0.120343
2008,sc,GOVADM,billions of us dollars (USD),1.094646
2008,sc,INTGEN,billions of us dollars (USD),0.590974
2008,sc,OTHUNA,billions of us dollars (USD),2.729774
2008,sc,UTLEXP,billions of us dollars (USD),1.832136
2008,sc,LIQEXP,billions of us dollars (USD),0.0
2008,sc,INSEXP,billions of us dollars (USD),2.773263
2008,sc,DEBTFY,billions of us dollars (USD),15.21291
2008,sc,CASHSH,billions of us dollars (USD),40.977111
2008,sd,TOTREV,billions of us dollars (USD),2.910381
2008,sd,GENREV,billions of us dollars (USD),3.426159
2008,sd,INTREV,billions of us dollars (USD),1.256446
2008,sd,TAXREV,billions of us dollars (USD),1.321368
2008,sd,GSALES,billions of us dollars (USD),0.732438
2008,sd,SSALES,billions of us dollars (USD),0.339814
2008,sd,LICTAX,billions of us dollars (USD),0.172165
2008,sd,INDTAX,billions of us dollars (USD),0.0
2008,sd,CORTAX,billions of us dollars (USD),0.069879
2008,sd,OTHTAX,billions of us dollars (USD),0.007072
2008,sd,CURCHG,billions of us dollars (USD),0.307015
2008,sd,MSCREV,billions of us dollars (USD),0.54133
2008,sd,UTLREV,billions of us dollars (USD),0.0
2008,sd,LIQREV,billions of us dollars (USD),0.0
2008,sd,INSREV,billions of us dollars (USD),-0.515778
2008,sd,TOTEXP,billions of us dollars (USD),3.698335
2008,sd,INTEXP,billions of us dollars (USD),0.679868
2008,sd,CUROPR,billions of us dollars (USD),2.109612
2008,sd,CAPOUT,billions of us dollars (USD),0.408481
2008,sd,INSBEN,billions of us dollars (USD),0.29819
2008,sd,SUBSID,billions of us dollars (USD),0.066176
2008,sd,INTRST,billions of us dollars (USD),0.136008
2008,sd,SALARY,billions of us dollars (USD),0.843292
2008,sd,GENEXP,billions of us dollars (USD),3.400145
2008,sd,EDUCAT,billions of us dollars (USD),1.103636
2008,sd,PUBWEL,billions of us dollars (USD),0.811709
2008,sd,HOSPTL,billions of us dollars (USD),0.060769
2008,sd,HEALTH,billions of us dollars (USD),0.126093
2008,sd,HGHWAY,billions of us dollars (USD),0.429629
2008,sd,POLICE,billions of us dollars (USD),0.031514
2008,sd,CORREC,billions of us dollars (USD),0.110268
2008,sd,NATRES,billions of us dollars (USD),0.123365
2008,sd,PARKRC,billions of us dollars (USD),0.042124
2008,sd,GOVADM,billions of us dollars (USD),0.169363
2008,sd,INTGEN,billions of us dollars (USD),0.136008
2008,sd,OTHUNA,billions of us dollars (USD),0.255667
2008,sd,UTLEXP,billions of us dollars (USD),0.0
2008,sd,LIQEXP,billions of us dollars (USD),0.0
2008,sd,INSEXP,billions of us dollars (USD),0.29819
2008,sd,DEBTFY,billions of us dollars (USD),3.408138
2008,sd,CASHSH,billions of us dollars (USD),12.286042
2008,tn,TOTREV,billions of us dollars (USD),25.626489
2008,tn,GENREV,billions of us dollars (USD),25.105575
2008,tn,INTREV,billions of us dollars (USD),8.308154
2008,tn,TAXREV,billions of us dollars (USD),11.53843
2008,tn,GSALES,billions of us dollars (USD),6.832948
2008,tn,SSALES,billions of us dollars (USD),1.779434
2008,tn,LICTAX,billions of us dollars (USD),1.287826
2008,tn,INDTAX,billions of us dollars (USD),0.290986
2008,tn,CORTAX,billions of us dollars (USD),1.00588
2008,tn,OTHTAX,billions of us dollars (USD),0.341356
2008,tn,CURCHG,billions of us dollars (USD),1.971476
2008,tn,MSCREV,billions of us dollars (USD),3.287515
2008,tn,UTLREV,billions of us dollars (USD),0.0
2008,tn,LIQREV,billions of us dollars (USD),0.0
2008,tn,INSREV,billions of us dollars (USD),0.520914
2008,tn,TOTEXP,billions of us dollars (USD),26.370615
2008,tn,INTEXP,billions of us dollars (USD),6.516598
2008,tn,CUROPR,billions of us dollars (USD),15.036505
2008,tn,CAPOUT,billions of us dollars (USD),1.587503
2008,tn,INSBEN,billions of us dollars (USD),1.838218
2008,tn,SUBSID,billions of us dollars (USD),1.177378
2008,tn,INTRST,billions of us dollars (USD),0.214413
2008,tn,SALARY,billions of us dollars (USD),3.695776
2008,tn,GENEXP,billions of us dollars (USD),24.532397
2008,tn,EDUCAT,billions of us dollars (USD),8.479938
2008,tn,PUBWEL,billions of us dollars (USD),8.664226
2008,tn,HOSPTL,billions of us dollars (USD),0.407688
2008,tn,HEALTH,billions of us dollars (USD),1.282165
2008,tn,HGHWAY,billions of us dollars (USD),1.668715
2008,tn,POLICE,billions of us dollars (USD),0.15605
2008,tn,CORREC,billions of us dollars (USD),0.768711
2008,tn,NATRES,billions of us dollars (USD),0.458161
2008,tn,PARKRC,billions of us dollars (USD),0.148163
2008,tn,GOVADM,billions of us dollars (USD),0.788765
2008,tn,INTGEN,billions of us dollars (USD),0.214413
2008,tn,OTHUNA,billions of us dollars (USD),1.495402
2008,tn,UTLEXP,billions of us dollars (USD),0.0
2008,tn,LIQEXP,billions of us dollars (USD),0.0
2008,tn,INSEXP,billions of us dollars (USD),1.838218
2008,tn,DEBTFY,billions of us dollars (USD),4.36641
2008,tn,CASHSH,billions of us dollars (USD),38.486619
2008,tx,TOTREV,billions of us dollars (USD),94.310376
2008,tx,GENREV,billions of us dollars (USD),99.010018
2008,tx,INTREV,billions of us dollars (USD),33.611389
2008,tx,TAXREV,billions of us dollars (USD),45.536833
2008,tx,GSALES,billions of us dollars (USD),21.630136
2008,tx,SSALES,billions of us dollars (USD),12.737169
2008,tx,LICTAX,billions of us dollars (USD),7.03952
2008,tx,INDTAX,billions of us dollars (USD),0.0
2008,tx,CORTAX,billions of us dollars (USD),0.0
2008,tx,OTHTAX,billions of us dollars (USD),4.130008
2008,tx,CURCHG,billions of us dollars (USD),10.247358
2008,tx,MSCREV,billions of us dollars (USD),9.614438
2008,tx,UTLREV,billions of us dollars (USD),0.0
2008,tx,LIQREV,billions of us dollars (USD),0.0
2008,tx,INSREV,billions of us dollars (USD),-4.699642
2008,tx,TOTEXP,billions of us dollars (USD),101.92039
2008,tx,INTEXP,billions of us dollars (USD),26.089474
2008,tx,CUROPR,billions of us dollars (USD),52.982858
2008,tx,CAPOUT,billions of us dollars (USD),8.751072
2008,tx,INSBEN,billions of us dollars (USD),11.01643
2008,tx,SUBSID,billions of us dollars (USD),1.890823
2008,tx,INTRST,billions of us dollars (USD),1.189733
2008,tx,SALARY,billions of us dollars (USD),14.102858
2008,tx,GENEXP,billions of us dollars (USD),90.763797
2008,tx,EDUCAT,billions of us dollars (USD),40.604723
2008,tx,PUBWEL,billions of us dollars (USD),23.048973
2008,tx,HOSPTL,billions of us dollars (USD),3.637784
2008,tx,HEALTH,billions of us dollars (USD),2.248068
2008,tx,HGHWAY,billions of us dollars (USD),7.915817
2008,tx,POLICE,billions of us dollars (USD),0.720014
2008,tx,CORREC,billions of us dollars (USD),3.565217
2008,tx,NATRES,billions of us dollars (USD),0.839527
2008,tx,PARKRC,billions of us dollars (USD),0.130316
2008,tx,GOVADM,billions of us dollars (USD),1.751072
2008,tx,INTGEN,billions of us dollars (USD),1.189733
2008,tx,OTHUNA,billions of us dollars (USD),5.112553
2008,tx,UTLEXP,billions of us dollars (USD),0.140163
2008,tx,LIQEXP,billions of us dollars (USD),0.0
2008,tx,INSEXP,billions of us dollars (USD),11.01643
2008,tx,DEBTFY,billions of us dollars (USD),33.587699
2008,tx,CASHSH,billions of us dollars (USD),262.500473
2008,ut,TOTREV,billions of us dollars (USD),15.419153
2008,ut,GENREV,billions of us dollars (USD),13.19425
2008,ut,INTREV,billions of us dollars (USD),3.474592
2008,ut,TAXREV,billions of us dollars (USD),6.109256
2008,ut,GSALES,billions of us dollars (USD),1.964119
2008,ut,SSALES,billions of us dollars (USD),0.679915
2008,ut,LICTAX,billions of us dollars (USD),0.3713
2008,ut,INDTAX,billions of us dollars (USD),2.593129
2008,ut,CORTAX,billions of us dollars (USD),0.394638
2008,ut,OTHTAX,billions of us dollars (USD),0.106155
2008,ut,CURCHG,billions of us dollars (USD),2.411035
2008,ut,MSCREV,billions of us dollars (USD),1.199367
2008,ut,UTLREV,billions of us dollars (USD),0.000301
2008,ut,LIQREV,billions of us dollars (USD),0.217901
2008,ut,INSREV,billions of us dollars (USD),2.006701
2008,ut,TOTEXP,billions of us dollars (USD),14.293669
2008,ut,INTEXP,billions of us dollars (USD),3.050173
2008,ut,CUROPR,billions of us dollars (USD),8.113264
2008,ut,CAPOUT,billions of us dollars (USD),1.286208
2008,ut,INSBEN,billions of us dollars (USD),1.168581
2008,ut,SUBSID,billions of us dollars (USD),0.399606
2008,ut,INTRST,billions of us dollars (USD),0.275837
2008,ut,SALARY,billions of us dollars (USD),2.449264
2008,ut,GENEXP,billions of us dollars (USD),12.966773
2008,ut,EDUCAT,billions of us dollars (USD),6.03605
2008,ut,PUBWEL,billions of us dollars (USD),2.203414
2008,ut,HOSPTL,billions of us dollars (USD),0.823297
2008,ut,HEALTH,billions of us dollars (USD),0.383324
2008,ut,HGHWAY,billions of us dollars (USD),1.061364
2008,ut,POLICE,billions of us dollars (USD),0.129182
2008,ut,CORREC,billions of us dollars (USD),0.332828
2008,ut,NATRES,billions of us dollars (USD),0.185613
2008,ut,PARKRC,billions of us dollars (USD),0.06591
2008,ut,GOVADM,billions of us dollars (USD),0.712868
2008,ut,INTGEN,billions of us dollars (USD),0.275837
2008,ut,OTHUNA,billions of us dollars (USD),0.757086
2008,ut,UTLEXP,billions of us dollars (USD),0.00139
2008,ut,LIQEXP,billions of us dollars (USD),0.156925
2008,ut,INSEXP,billions of us dollars (USD),1.168581
2008,ut,DEBTFY,billions of us dollars (USD),5.907105
2008,ut,CASHSH,billions of us dollars (USD),30.17061
2008,vt,TOTREV,billions of us dollars (USD),5.148618
2008,vt,GENREV,billions of us dollars (USD),4.857001
2008,vt,INTREV,billions of us dollars (USD),1.420594
2008,vt,TAXREV,billions of us dollars (USD),2.544197
2008,vt,GSALES,billions of us dollars (USD),0.338941
2008,vt,SSALES,billions of us dollars (USD),0.51632
2008,vt,LICTAX,billions of us dollars (USD),0.124736
2008,vt,INDTAX,billions of us dollars (USD),0.623019
2008,vt,CORTAX,billions of us dollars (USD),0.084783
2008,vt,OTHTAX,billions of us dollars (USD),0.856398
2008,vt,CURCHG,billions of us dollars (USD),0.510153
2008,vt,MSCREV,billions of us dollars (USD),0.382057
2008,vt,UTLREV,billions of us dollars (USD),0.0
2008,vt,LIQREV,billions of us dollars (USD),0.042753
2008,vt,INSREV,billions of us dollars (USD),0.248864
2008,vt,TOTEXP,billions of us dollars (USD),5.069432
2008,vt,INTEXP,billions of us dollars (USD),1.340755
2008,vt,CUROPR,billions of us dollars (USD),2.925409
2008,vt,CAPOUT,billions of us dollars (USD),0.202115
2008,vt,INSBEN,billions of us dollars (USD),0.289118
2008,vt,SUBSID,billions of us dollars (USD),0.130981
2008,vt,INTRST,billions of us dollars (USD),0.181054
2008,vt,SALARY,billions of us dollars (USD),0.733895
2008,vt,GENEXP,billions of us dollars (USD),4.707185
2008,vt,EDUCAT,billions of us dollars (USD),2.062824
2008,vt,PUBWEL,billions of us dollars (USD),1.253623
2008,vt,HOSPTL,billions of us dollars (USD),0.020092
2008,vt,HEALTH,billions of us dollars (USD),0.16714
2008,vt,HGHWAY,billions of us dollars (USD),0.324868
2008,vt,POLICE,billions of us dollars (USD),0.077177
2008,vt,CORREC,billions of us dollars (USD),0.120328
2008,vt,NATRES,billions of us dollars (USD),0.0733
2008,vt,PARKRC,billions of us dollars (USD),0.01437
2008,vt,GOVADM,billions of us dollars (USD),0.156325
2008,vt,INTGEN,billions of us dollars (USD),0.181054
2008,vt,OTHUNA,billions of us dollars (USD),0.256084
2008,vt,UTLEXP,billions of us dollars (USD),0.029674
2008,vt,LIQEXP,billions of us dollars (USD),0.043455
2008,vt,INSEXP,billions of us dollars (USD),0.289118
2008,vt,DEBTFY,billions of us dollars (USD),3.371915
2008,vt,CASHSH,billions of us dollars (USD),7.082025
2008,va,TOTREV,billions of us dollars (USD),36.15313
2008,va,GENREV,billions of us dollars (USD),36.06229
2008,va,INTREV,billions of us dollars (USD),7.395278
2008,va,TAXREV,billions of us dollars (USD),18.322873
2008,va,GSALES,billions of us dollars (USD),3.571486
2008,va,SSALES,billions of us dollars (USD),2.436546
2008,va,LICTAX,billions of us dollars (USD),0.653076
2008,va,INDTAX,billions of us dollars (USD),10.114833
2008,va,CORTAX,billions of us dollars (USD),0.787229
2008,va,OTHTAX,billions of us dollars (USD),0.759703
2008,va,CURCHG,billions of us dollars (USD),6.367446
2008,va,MSCREV,billions of us dollars (USD),3.976693
2008,va,UTLREV,billions of us dollars (USD),0.0
2008,va,LIQREV,billions of us dollars (USD),0.533023
2008,va,INSREV,billions of us dollars (USD),-0.442183
2008,va,TOTEXP,billions of us dollars (USD),39.989854
2008,va,INTEXP,billions of us dollars (USD),11.260089
2008,va,CUROPR,billions of us dollars (USD),20.945285
2008,va,CAPOUT,billions of us dollars (USD),2.730781
2008,va,INSBEN,billions of us dollars (USD),2.834682
2008,va,SUBSID,billions of us dollars (USD),1.253817
2008,va,INTRST,billions of us dollars (USD),0.9652
2008,va,SALARY,billions of us dollars (USD),6.215539
2008,va,GENEXP,billions of us dollars (USD),36.70919
2008,va,EDUCAT,billions of us dollars (USD),14.053415
2008,va,PUBWEL,billions of us dollars (USD),7.354674
2008,va,HOSPTL,billions of us dollars (USD),2.849911
2008,va,HEALTH,billions of us dollars (USD),0.958002
2008,va,HGHWAY,billions of us dollars (USD),3.146902
2008,va,POLICE,billions of us dollars (USD),0.689989
2008,va,CORREC,billions of us dollars (USD),1.547571
2008,va,NATRES,billions of us dollars (USD),0.214336
2008,va,PARKRC,billions of us dollars (USD),0.148721
2008,va,GOVADM,billions of us dollars (USD),1.234502
