yr,r,pg,units,value
2013,wa,nps,billions of us dollars (USD),19.3398
2013,wv,pce,billions of us dollars (USD),56.8903
2013,wv,gds,billions of us dollars (USD),20.886
2013,wv,dur,billions of us dollars (USD),5.9628
2013,wv,mvp,billions of us dollars (USD),2.5507
2013,wv,hdr,billions of us dollars (USD),1.1574
2013,wv,rec,billions of us dollars (USD),1.4019
2013,wv,odg,billions of us dollars (USD),0.8528
2013,wv,ndr,billions of us dollars (USD),14.9232
2013,wv,foo,billions of us dollars (USD),4.9394
2013,wv,clo,billions of us dollars (USD),1.4752
2013,wv,enr,billions of us dollars (USD),2.8298
2013,wv,ong,billions of us dollars (USD),5.6789
2013,wv,ser,billions of us dollars (USD),36.0043
2013,wv,hce,billions of us dollars (USD),33.2786
2013,wv,utl,billions of us dollars (USD),8.0693
2013,wv,hea,billions of us dollars (USD),12.0109
2013,wv,trn,billions of us dollars (USD),0.8618
2013,wv,rsr,billions of us dollars (USD),1.5255
2013,wv,htl,billions of us dollars (USD),4.105
2013,wv,fsr,billions of us dollars (USD),3.4053
2013,wv,osr,billions of us dollars (USD),3.3008
2013,wv,npish,billions of us dollars (USD),2.7257
2013,wv,npi,billions of us dollars (USD),6.409
2013,wv,nps,billions of us dollars (USD),3.6833
2013,wi,pce,billions of us dollars (USD),204.5638
2013,wi,gds,billions of us dollars (USD),67.1208
2013,wi,dur,billions of us dollars (USD),21.136
2013,wi,mvp,billions of us dollars (USD),7.5246
2013,wi,hdr,billions of us dollars (USD),4.5513
2013,wi,rec,billions of us dollars (USD),6.3808
2013,wi,odg,billions of us dollars (USD),2.6794
2013,wi,ndr,billions of us dollars (USD),45.9847
2013,wi,foo,billions of us dollars (USD),15.5776
2013,wi,clo,billions of us dollars (USD),5.1114
2013,wi,enr,billions of us dollars (USD),9.0056
2013,wi,ong,billions of us dollars (USD),16.2901
2013,wi,ser,billions of us dollars (USD),137.4431
2013,wi,hce,billions of us dollars (USD),128.0426
2013,wi,utl,billions of us dollars (USD),34.4415
2013,wi,hea,billions of us dollars (USD),38.4785
2013,wi,trn,billions of us dollars (USD),5.886
2013,wi,rsr,billions of us dollars (USD),7.7159
2013,wi,htl,billions of us dollars (USD),11.065
2013,wi,fsr,billions of us dollars (USD),15.5339
2013,wi,osr,billions of us dollars (USD),14.9216
2013,wi,npish,billions of us dollars (USD),9.4005
2013,wi,npi,billions of us dollars (USD),25.9773
2013,wi,nps,billions of us dollars (USD),16.5768
2013,wy,pce,billions of us dollars (USD),22.0209
2013,wy,gds,billions of us dollars (USD),7.8708
2013,wy,dur,billions of us dollars (USD),2.3032
2013,wy,mvp,billions of us dollars (USD),0.9454
2013,wy,hdr,billions of us dollars (USD),0.4435
2013,wy,rec,billions of us dollars (USD),0.6113
2013,wy,odg,billions of us dollars (USD),0.303
2013,wy,ndr,billions of us dollars (USD),5.5676
2013,wy,foo,billions of us dollars (USD),1.7995
2013,wy,clo,billions of us dollars (USD),0.461
2013,wy,enr,billions of us dollars (USD),1.9124
2013,wy,ong,billions of us dollars (USD),1.3947
2013,wy,ser,billions of us dollars (USD),14.1502
2013,wy,hce,billions of us dollars (USD),13.6923
2013,wy,utl,billions of us dollars (USD),3.4599
2013,wy,hea,billions of us dollars (USD),3.4135
2013,wy,trn,billions of us dollars (USD),0.5962
2013,wy,rsr,billions of us dollars (USD),0.6606
2013,wy,htl,billions of us dollars (USD),1.7888
2013,wy,fsr,billions of us dollars (USD),2.4883
2013,wy,osr,billions of us dollars (USD),1.2849
2013,wy,npish,billions of us dollars (USD),0.4579
2013,wy,npi,billions of us dollars (USD),2.057
2013,wy,nps,billions of us dollars (USD),1.5991
2013,new england,pce,billions of us dollars (USD),649.5951
2013,new england,gds,billions of us dollars (USD),199.18
2013,new england,dur,billions of us dollars (USD),62.9124
2013,new england,mvp,billions of us dollars (USD),20.0475
2013,new england,hdr,billions of us dollars (USD),13.6623
2013,new england,rec,billions of us dollars (USD),18.2113
2013,new england,odg,billions of us dollars (USD),10.9912
2013,new england,ndr,billions of us dollars (USD),136.2676
2013,new england,foo,billions of us dollars (USD),47.8015
2013,new england,clo,billions of us dollars (USD),17.7182
2013,new england,enr,billions of us dollars (USD),20.9823
2013,new england,ong,billions of us dollars (USD),49.7657
2013,new england,ser,billions of us dollars (USD),450.4151
2013,new england,hce,billions of us dollars (USD),423.7063
2013,new england,utl,billions of us dollars (USD),120.9968
2013,new england,hea,billions of us dollars (USD),109.3742
2013,new england,trn,billions of us dollars (USD),20.2918
2013,new england,rsr,billions of us dollars (USD),26.0634
2013,new england,htl,billions of us dollars (USD),38.5444
2013,new england,fsr,billions of us dollars (USD),51.7778
2013,new england,osr,billions of us dollars (USD),56.658
2013,new england,npish,billions of us dollars (USD),26.7088
2013,new england,npi,billions of us dollars (USD),81.8817
2013,new england,nps,billions of us dollars (USD),55.1729
2013,mideast,pce,billions of us dollars (USD),2012.235
2013,mideast,gds,billions of us dollars (USD),602.0897
2013,mideast,dur,billions of us dollars (USD),180.932
2013,mideast,mvp,billions of us dollars (USD),60.1644
2013,mideast,hdr,billions of us dollars (USD),43.3462
2013,mideast,rec,billions of us dollars (USD),45.8381
2013,mideast,odg,billions of us dollars (USD),31.5832
2013,mideast,ndr,billions of us dollars (USD),421.1577
2013,mideast,foo,billions of us dollars (USD),135.2156
2013,mideast,clo,billions of us dollars (USD),69.6701
2013,mideast,enr,billions of us dollars (USD),54.7768
2013,mideast,ong,billions of us dollars (USD),161.4953
2013,mideast,ser,billions of us dollars (USD),1410.1453
2013,mideast,hce,billions of us dollars (USD),1325.1362
2013,mideast,utl,billions of us dollars (USD),368.5208
2013,mideast,hea,billions of us dollars (USD),322.8384
2013,mideast,trn,billions of us dollars (USD),78.0742
2013,mideast,rsr,billions of us dollars (USD),84.7641
2013,mideast,htl,billions of us dollars (USD),119.5337
2013,mideast,fsr,billions of us dollars (USD),149.6105
2013,mideast,osr,billions of us dollars (USD),201.7945
2013,mideast,npish,billions of us dollars (USD),85.0091
2013,mideast,npi,billions of us dollars (USD),266.5362
2013,mideast,nps,billions of us dollars (USD),181.5271
2013,great lakes,pce,billions of us dollars (USD),1634.821
2013,great lakes,gds,billions of us dollars (USD),525.8317
2013,great lakes,dur,billions of us dollars (USD),165.6585
2013,great lakes,mvp,billions of us dollars (USD),56.9072
2013,great lakes,hdr,billions of us dollars (USD),35.6329
2013,great lakes,rec,billions of us dollars (USD),44.7359
2013,great lakes,odg,billions of us dollars (USD),28.3824
2013,great lakes,ndr,billions of us dollars (USD),360.1732
2013,great lakes,foo,billions of us dollars (USD),120.8033
2013,great lakes,clo,billions of us dollars (USD),45.8935
2013,great lakes,enr,billions of us dollars (USD),62.9999
2013,great lakes,ong,billions of us dollars (USD),130.4765
2013,great lakes,ser,billions of us dollars (USD),1108.9893
2013,great lakes,hce,billions of us dollars (USD),1032.813
2013,great lakes,utl,billions of us dollars (USD),277.0569
2013,great lakes,hea,billions of us dollars (USD),289.2041
2013,great lakes,trn,billions of us dollars (USD),55.775
2013,great lakes,rsr,billions of us dollars (USD),67.835
2013,great lakes,htl,billions of us dollars (USD),96.4959
2013,great lakes,fsr,billions of us dollars (USD),118.4513
2013,great lakes,osr,billions of us dollars (USD),127.9948
2013,great lakes,npish,billions of us dollars (USD),76.1763
2013,great lakes,npi,billions of us dollars (USD),220.129
2013,great lakes,nps,billions of us dollars (USD),143.9527
2013,plains,pce,billions of us dollars (USD),748.4917
2013,plains,gds,billions of us dollars (USD),261.7352
2013,plains,dur,billions of us dollars (USD),85.4038
2013,plains,mvp,billions of us dollars (USD),30.6485
2013,plains,hdr,billions of us dollars (USD),17.7062
2013,plains,rec,billions of us dollars (USD),23.0082
2013,plains,odg,billions of us dollars (USD),14.0408
2013,plains,ndr,billions of us dollars (USD),176.3315
2013,plains,foo,billions of us dollars (USD),56.2102
2013,plains,clo,billions of us dollars (USD),20.1301
2013,plains,enr,billions of us dollars (USD),38.9602
2013,plains,ong,billions of us dollars (USD),61.031
2013,plains,ser,billions of us dollars (USD),486.7565
2013,plains,hce,billions of us dollars (USD),460.7367
2013,plains,utl,billions of us dollars (USD),119.4371
2013,plains,hea,billions of us dollars (USD),129.9849
2013,plains,trn,billions of us dollars (USD),21.6261
2013,plains,rsr,billions of us dollars (USD),32.8449
2013,plains,htl,billions of us dollars (USD),43.7063
2013,plains,fsr,billions of us dollars (USD),57.2426
2013,plains,osr,billions of us dollars (USD),55.8949
2013,plains,npish,billions of us dollars (USD),26.0197
2013,plains,npi,billions of us dollars (USD),84.1414
2013,plains,nps,billions of us dollars (USD),58.1217
2013,southeast,pce,billions of us dollars (USD),2587.5682
2013,southeast,gds,billions of us dollars (USD),927.349
2013,southeast,dur,billions of us dollars (USD),292.6767
2013,southeast,mvp,billions of us dollars (USD),109.7151
2013,southeast,hdr,billions of us dollars (USD),67.3619
2013,southeast,rec,billions of us dollars (USD),74.6031
2013,southeast,odg,billions of us dollars (USD),40.9966
2013,southeast,ndr,billions of us dollars (USD),634.6723
2013,southeast,foo,billions of us dollars (USD),218.0946
2013,southeast,clo,billions of us dollars (USD),79.5772
2013,southeast,enr,billions of us dollars (USD),108.6862
2013,southeast,ong,billions of us dollars (USD),228.3143
2013,southeast,ser,billions of us dollars (USD),1660.2191
2013,southeast,hce,billions of us dollars (USD),1622.4158
2013,southeast,utl,billions of us dollars (USD),453.0589
2013,southeast,hea,billions of us dollars (USD),434.3335
2013,southeast,trn,billions of us dollars (USD),59.9935
2013,southeast,rsr,billions of us dollars (USD),88.6214
2013,southeast,htl,billions of us dollars (USD),183.9833
2013,southeast,fsr,billions of us dollars (USD),201.805
2013,southeast,osr,billions of us dollars (USD),200.6202
2013,southeast,npish,billions of us dollars (USD),37.8033
2013,southeast,npi,billions of us dollars (USD),225.8751
2013,southeast,nps,billions of us dollars (USD),188.0717
2013,southwest,pce,billions of us dollars (USD),1263.7873
2013,southwest,gds,billions of us dollars (USD),456.4441
2013,southwest,dur,billions of us dollars (USD),149.7867
2013,southwest,mvp,billions of us dollars (USD),62.6207
2013,southwest,hdr,billions of us dollars (USD),31.5331
2013,southwest,rec,billions of us dollars (USD),33.5307
2013,southwest,odg,billions of us dollars (USD),22.1022
2013,southwest,ndr,billions of us dollars (USD),306.6575
2013,southwest,foo,billions of us dollars (USD),100.8854
2013,southwest,clo,billions of us dollars (USD),43.5176
2013,southwest,enr,billions of us dollars (USD),58.1085
2013,southwest,ong,billions of us dollars (USD),104.146
2013,southwest,ser,billions of us dollars (USD),807.3431
2013,southwest,hce,billions of us dollars (USD),779.7558
2013,southwest,utl,billions of us dollars (USD),208.9318
2013,southwest,hea,billions of us dollars (USD),198.8535
2013,southwest,trn,billions of us dollars (USD),37.2134
2013,southwest,rsr,billions of us dollars (USD),51.2034
2013,southwest,htl,billions of us dollars (USD),89.4834
2013,southwest,fsr,billions of us dollars (USD),99.4418
2013,southwest,osr,billions of us dollars (USD),94.6285
2013,southwest,npish,billions of us dollars (USD),27.5873
2013,southwest,npi,billions of us dollars (USD),117.9623
2013,southwest,nps,billions of us dollars (USD),90.3749
2013,rocky mountain,pce,billions of us dollars (USD),387.6906
2013,rocky mountain,gds,billions of us dollars (USD),131.3728
2013,rocky mountain,dur,billions of us dollars (USD),44.6896
2013,rocky mountain,mvp,billions of us dollars (USD),14.8155
2013,rocky mountain,hdr,billions of us dollars (USD),10.4096
2013,rocky mountain,rec,billions of us dollars (USD),12.7356
2013,rocky mountain,odg,billions of us dollars (USD),6.7289
2013,rocky mountain,ndr,billions of us dollars (USD),86.6832
2013,rocky mountain,foo,billions of us dollars (USD),31.8105
2013,rocky mountain,clo,billions of us dollars (USD),11.1808
2013,rocky mountain,enr,billions of us dollars (USD),16.2657
2013,rocky mountain,ong,billions of us dollars (USD),27.4263
2013,rocky mountain,ser,billions of us dollars (USD),256.3177
2013,rocky mountain,hce,billions of us dollars (USD),247.2513
2013,rocky mountain,utl,billions of us dollars (USD),72.6678
2013,rocky mountain,hea,billions of us dollars (USD),58.2901
2013,rocky mountain,trn,billions of us dollars (USD),13.2367
2013,rocky mountain,rsr,billions of us dollars (USD),17.7954
2013,rocky mountain,htl,billions of us dollars (USD),27.288
2013,rocky mountain,fsr,billions of us dollars (USD),29.3144
2013,rocky mountain,osr,billions of us dollars (USD),28.659
2013,rocky mountain,npish,billions of us dollars (USD),9.0664
2013,rocky mountain,npi,billions of us dollars (USD),39.5028
2013,rocky mountain,nps,billions of us dollars (USD),30.4364
2013,far west,pce,billions of us dollars (USD),2025.1185
2013,far west,gds,billions of us dollars (USD),618.0671
2013,far west,dur,billions of us dollars (USD),207.3538
2013,far west,mvp,billions of us dollars (USD),62.6141
2013,far west,hdr,billions of us dollars (USD),43.9374
2013,far west,rec,billions of us dollars (USD),68.898
2013,far west,odg,billions of us dollars (USD),31.9044
2013,far west,ndr,billions of us dollars (USD),410.7133
2013,far west,foo,billions of us dollars (USD),153.173
2013,far west,clo,billions of us dollars (USD),62.8456
2013,far west,enr,billions of us dollars (USD),57.4687
2013,far west,ong,billions of us dollars (USD),137.226
2013,far west,ser,billions of us dollars (USD),1407.0515
2013,far west,hce,billions of us dollars (USD),1342.8325
2013,far west,utl,billions of us dollars (USD),434.5932
2013,far west,hea,billions of us dollars (USD),315.3616
2013,far west,trn,billions of us dollars (USD),73.7263
2013,far west,rsr,billions of us dollars (USD),77.9322
2013,far west,htl,billions of us dollars (USD),133.2157
2013,far west,fsr,billions of us dollars (USD),150.746
2013,far west,osr,billions of us dollars (USD),157.2575
2013,far west,npish,billions of us dollars (USD),64.219
2013,far west,npi,billions of us dollars (USD),235.697
2013,far west,nps,billions of us dollars (USD),171.478
2014,us,pce,billions of us dollars (USD),11816.0774
2014,us,gds,billions of us dollars (USD),3853.5562
2014,us,dur,billions of us dollars (USD),1242.3568
2014,us,mvp,billions of us dollars (USD),442.3045
2014,us,hdr,billions of us dollars (USD),274.2143
2014,us,rec,billions of us dollars (USD),331.3647
2014,us,odg,billions of us dollars (USD),194.4733
2014,us,ndr,billions of us dollars (USD),2611.1994
2014,us,foo,billions of us dollars (USD),897.6429
2014,us,clo,billions of us dollars (USD),357.9958
2014,us,enr,billions of us dollars (USD),403.3072
2014,us,ong,billions of us dollars (USD),952.2535
2014,us,ser,billions of us dollars (USD),7962.5212
2014,us,hce,billions of us dollars (USD),7596.2757
2014,us,utl,billions of us dollars (USD),2154.5474
2014,us,hea,billions of us dollars (USD),1938.3169
2014,us,trn,billions of us dollars (USD),383.2092
2014,us,rsr,billions of us dollars (USD),465.813
2014,us,htl,billions of us dollars (USD),776.6325
2014,us,fsr,billions of us dollars (USD),908.7094
2014,us,osr,billions of us dollars (USD),969.0473
2014,us,npish,billions of us dollars (USD),366.2455
2014,us,npi,billions of us dollars (USD),1322.2984
2014,us,nps,billions of us dollars (USD),956.0529
2014,al,pce,billions of us dollars (USD),145.7961
2014,al,gds,billions of us dollars (USD),55.8737
2014,al,dur,billions of us dollars (USD),16.6002
2014,al,mvp,billions of us dollars (USD),6.9499
2014,al,hdr,billions of us dollars (USD),3.3974
2014,al,rec,billions of us dollars (USD),3.8384
2014,al,odg,billions of us dollars (USD),2.4145
2014,al,ndr,billions of us dollars (USD),39.2735
2014,al,foo,billions of us dollars (USD),12.2002
2014,al,clo,billions of us dollars (USD),4.5243
2014,al,enr,billions of us dollars (USD),6.4579
2014,al,ong,billions of us dollars (USD),16.0911
2014,al,ser,billions of us dollars (USD),89.9223
2014,al,hce,billions of us dollars (USD),87.2953
2014,al,utl,billions of us dollars (USD),23.7915
2014,al,hea,billions of us dollars (USD),25.2634
2014,al,trn,billions of us dollars (USD),3.0615
2014,al,rsr,billions of us dollars (USD),4.889
2014,al,htl,billions of us dollars (USD),8.892
2014,al,fsr,billions of us dollars (USD),12.048
2014,al,osr,billions of us dollars (USD),9.3499
2014,al,npish,billions of us dollars (USD),2.627
2014,al,npi,billions of us dollars (USD),14.9077
2014,al,nps,billions of us dollars (USD),12.2806
2014,ak,pce,billions of us dollars (USD),32.3195
2014,ak,gds,billions of us dollars (USD),9.6689
2014,ak,dur,billions of us dollars (USD),3.0076
2014,ak,mvp,billions of us dollars (USD),0.8297
2014,ak,hdr,billions of us dollars (USD),0.7269
2014,ak,rec,billions of us dollars (USD),1.0478
2014,ak,odg,billions of us dollars (USD),0.4032
2014,ak,ndr,billions of us dollars (USD),6.6613
2014,ak,foo,billions of us dollars (USD),2.9388
2014,ak,clo,billions of us dollars (USD),0.6932
2014,ak,enr,billions of us dollars (USD),1.0616
2014,ak,ong,billions of us dollars (USD),1.9677
2014,ak,ser,billions of us dollars (USD),22.6507
2014,ak,hce,billions of us dollars (USD),20.9197
2014,ak,utl,billions of us dollars (USD),5.439
2014,ak,hea,billions of us dollars (USD),6.5777
2014,ak,trn,billions of us dollars (USD),0.9051
2014,ak,rsr,billions of us dollars (USD),1.1854
2014,ak,htl,billions of us dollars (USD),2.5253
2014,ak,fsr,billions of us dollars (USD),1.7024
2014,ak,osr,billions of us dollars (USD),2.5848
2014,ak,npish,billions of us dollars (USD),1.7309
2014,ak,npi,billions of us dollars (USD),3.9226
2014,ak,nps,billions of us dollars (USD),2.1917
2014,az,pce,billions of us dollars (USD),213.6899
2014,az,gds,billions of us dollars (USD),75.1485
2014,az,dur,billions of us dollars (USD),24.6251
2014,az,mvp,billions of us dollars (USD),9.014
2014,az,hdr,billions of us dollars (USD),5.3707
2014,az,rec,billions of us dollars (USD),6.0944
2014,az,odg,billions of us dollars (USD),4.146
2014,az,ndr,billions of us dollars (USD),50.5235
2014,az,foo,billions of us dollars (USD),17.9253
2014,az,clo,billions of us dollars (USD),6.915
2014,az,enr,billions of us dollars (USD),8.0817
2014,az,ong,billions of us dollars (USD),17.6014
2014,az,ser,billions of us dollars (USD),138.5414
2014,az,hce,billions of us dollars (USD),134.636
2014,az,utl,billions of us dollars (USD),41.6625
2014,az,hea,billions of us dollars (USD),33.4843
2014,az,trn,billions of us dollars (USD),7.3784
2014,az,rsr,billions of us dollars (USD),8.0198
2014,az,htl,billions of us dollars (USD),16.4565
2014,az,fsr,billions of us dollars (USD),12.4072
2014,az,osr,billions of us dollars (USD),15.2274
2014,az,npish,billions of us dollars (USD),3.9054
2014,az,npi,billions of us dollars (USD),19.3035
2014,az,nps,billions of us dollars (USD),15.3981
2014,ar,pce,billions of us dollars (USD),88.4226
2014,ar,gds,billions of us dollars (USD),33.7681
2014,ar,dur,billions of us dollars (USD),10.6385
2014,ar,mvp,billions of us dollars (USD),4.3336
2014,ar,hdr,billions of us dollars (USD),2.2365
2014,ar,rec,billions of us dollars (USD),2.4695
2014,ar,odg,billions of us dollars (USD),1.5989
2014,ar,ndr,billions of us dollars (USD),23.1296
2014,ar,foo,billions of us dollars (USD),7.1074
2014,ar,clo,billions of us dollars (USD),2.8685
2014,ar,enr,billions of us dollars (USD),4.5954
2014,ar,ong,billions of us dollars (USD),8.5584
2014,ar,ser,billions of us dollars (USD),54.6544
2014,ar,hce,billions of us dollars (USD),52.5727
2014,ar,utl,billions of us dollars (USD),14.0168
2014,ar,hea,billions of us dollars (USD),15.2603
2014,ar,trn,billions of us dollars (USD),1.7624
2014,ar,rsr,billions of us dollars (USD),2.8687
2014,ar,htl,billions of us dollars (USD),5.1085
2014,ar,fsr,billions of us dollars (USD),7.7076
2014,ar,osr,billions of us dollars (USD),5.8484
2014,ar,npish,billions of us dollars (USD),2.0817
2014,ar,npi,billions of us dollars (USD),8.8816
2014,ar,nps,billions of us dollars (USD),6.7999
2014,ca,pce,billions of us dollars (USD),1507.5064
2014,ca,gds,billions of us dollars (USD),446.6427
2014,ca,dur,billions of us dollars (USD),150.5673
2014,ca,mvp,billions of us dollars (USD),46.9267
2014,ca,hdr,billions of us dollars (USD),30.9549
2014,ca,rec,billions of us dollars (USD),48.8918
2014,ca,odg,billions of us dollars (USD),23.7938
2014,ca,ndr,billions of us dollars (USD),296.0755
2014,ca,foo,billions of us dollars (USD),107.2584
2014,ca,clo,billions of us dollars (USD),48.4436
2014,ca,enr,billions of us dollars (USD),38.5421
2014,ca,ong,billions of us dollars (USD),101.8315
2014,ca,ser,billions of us dollars (USD),1060.8637
2014,ca,hce,billions of us dollars (USD),1015.8552
2014,ca,utl,billions of us dollars (USD),333.6053
2014,ca,hea,billions of us dollars (USD),232.1609
2014,ca,trn,billions of us dollars (USD),57.2887
2014,ca,rsr,billions of us dollars (USD),55.9953
2014,ca,htl,billions of us dollars (USD),106.4187
2014,ca,fsr,billions of us dollars (USD),107.9287
2014,ca,osr,billions of us dollars (USD),122.4576
2014,ca,npish,billions of us dollars (USD),45.0084
2014,ca,npi,billions of us dollars (USD),177.1203
2014,ca,nps,billions of us dollars (USD),132.1119
2014,co,pce,billions of us dollars (USD),203.2718
2014,co,gds,billions of us dollars (USD),62.875
2014,co,dur,billions of us dollars (USD),21.3748
2014,co,mvp,billions of us dollars (USD),6.6769
2014,co,hdr,billions of us dollars (USD),5.3967
2014,co,rec,billions of us dollars (USD),5.8833
2014,co,odg,billions of us dollars (USD),3.4179
2014,co,ndr,billions of us dollars (USD),41.5002
2014,co,foo,billions of us dollars (USD),16.1027
2014,co,clo,billions of us dollars (USD),5.8582
2014,co,enr,billions of us dollars (USD),5.703
2014,co,ong,billions of us dollars (USD),13.8363
2014,co,ser,billions of us dollars (USD),140.3968
2014,co,hce,billions of us dollars (USD),135.4501
2014,co,utl,billions of us dollars (USD),39.7722
2014,co,hea,billions of us dollars (USD),30.2127
2014,co,trn,billions of us dollars (USD),8.0875
2014,co,rsr,billions of us dollars (USD),10.6129
2014,co,htl,billions of us dollars (USD),15.8025
2014,co,fsr,billions of us dollars (USD),13.1844
2014,co,osr,billions of us dollars (USD),17.7778
2014,co,npish,billions of us dollars (USD),4.9467
2014,co,npi,billions of us dollars (USD),20.876
2014,co,nps,billions of us dollars (USD),15.9293
2014,ct,pce,billions of us dollars (USD),167.9689
2014,ct,gds,billions of us dollars (USD),50.5191
2014,ct,dur,billions of us dollars (USD),15.743
2014,ct,mvp,billions of us dollars (USD),5.1783
2014,ct,hdr,billions of us dollars (USD),3.7693
2014,ct,rec,billions of us dollars (USD),4.2893
2014,ct,odg,billions of us dollars (USD),2.5061
2014,ct,ndr,billions of us dollars (USD),34.776
2014,ct,foo,billions of us dollars (USD),11.4505
2014,ct,clo,billions of us dollars (USD),4.5293
2014,ct,enr,billions of us dollars (USD),4.5638
2014,ct,ong,billions of us dollars (USD),14.2324
2014,ct,ser,billions of us dollars (USD),117.4499
2014,ct,hce,billions of us dollars (USD),111.3866
2014,ct,utl,billions of us dollars (USD),33.1945
2014,ct,hea,billions of us dollars (USD),26.0148
2014,ct,trn,billions of us dollars (USD),6.0624
2014,ct,rsr,billions of us dollars (USD),6.3069
2014,ct,htl,billions of us dollars (USD),8.6302
2014,ct,fsr,billions of us dollars (USD),15.304
2014,ct,osr,billions of us dollars (USD),15.8737
2014,ct,npish,billions of us dollars (USD),6.0633
2014,ct,npi,billions of us dollars (USD),22.5037
2014,ct,nps,billions of us dollars (USD),16.4404
2014,de,pce,billions of us dollars (USD),36.8409
2014,de,gds,billions of us dollars (USD),11.8895
2014,de,dur,billions of us dollars (USD),4.3909
2014,de,mvp,billions of us dollars (USD),1.6764
2014,de,hdr,billions of us dollars (USD),0.6312
2014,de,rec,billions of us dollars (USD),1.3202
2014,de,odg,billions of us dollars (USD),0.763
2014,de,ndr,billions of us dollars (USD),7.4987
2014,de,foo,billions of us dollars (USD),3.0784
2014,de,clo,billions of us dollars (USD),1.0658
2014,de,enr,billions of us dollars (USD),1.114
2014,de,ong,billions of us dollars (USD),2.2405
2014,de,ser,billions of us dollars (USD),24.9514
2014,de,hce,billions of us dollars (USD),23.7562
2014,de,utl,billions of us dollars (USD),6.5994
2014,de,hea,billions of us dollars (USD),7.0581
2014,de,trn,billions of us dollars (USD),0.9117
2014,de,rsr,billions of us dollars (USD),1.1519
2014,de,htl,billions of us dollars (USD),2.413
2014,de,fsr,billions of us dollars (USD),2.4856
2014,de,osr,billions of us dollars (USD),3.1366
2014,de,npish,billions of us dollars (USD),1.1952
2014,de,npi,billions of us dollars (USD),4.4135
2014,de,nps,billions of us dollars (USD),3.2183
2014,dc,pce,billions of us dollars (USD),36.8254
2014,dc,gds,billions of us dollars (USD),8.4253
2014,dc,dur,billions of us dollars (USD),2.7434
2014,dc,mvp,billions of us dollars (USD),0.8684
2014,dc,hdr,billions of us dollars (USD),0.6965
2014,dc,rec,billions of us dollars (USD),0.6445
2014,dc,odg,billions of us dollars (USD),0.5339
2014,dc,ndr,billions of us dollars (USD),5.6819
2014,dc,foo,billions of us dollars (USD),2.6171
2014,dc,clo,billions of us dollars (USD),0.9461
2014,dc,enr,billions of us dollars (USD),0.5553
2014,dc,ong,billions of us dollars (USD),1.5633
2014,dc,ser,billions of us dollars (USD),28.4001
2014,dc,hce,billions of us dollars (USD),27.5458
2014,dc,utl,billions of us dollars (USD),6.2831
2014,dc,hea,billions of us dollars (USD),6.2635
2014,dc,trn,billions of us dollars (USD),1.1335
2014,dc,rsr,billions of us dollars (USD),1.209
2014,dc,htl,billions of us dollars (USD),2.3691
2014,dc,fsr,billions of us dollars (USD),2.7719
2014,dc,osr,billions of us dollars (USD),7.5158
2014,dc,npish,billions of us dollars (USD),0.8543
2014,dc,npi,billions of us dollars (USD),4.2809
2014,dc,nps,billions of us dollars (USD),3.4266
2014,fl,pce,billions of us dollars (USD),722.9283
2014,fl,gds,billions of us dollars (USD),242.7943
2014,fl,dur,billions of us dollars (USD),86.418
2014,fl,mvp,billions of us dollars (USD),30.1472
2014,fl,hdr,billions of us dollars (USD),21.7578
2014,fl,rec,billions of us dollars (USD),23.9229
2014,fl,odg,billions of us dollars (USD),10.59
2014,fl,ndr,billions of us dollars (USD),156.3763
2014,fl,foo,billions of us dollars (USD),58.6105
2014,fl,clo,billions of us dollars (USD),20.3514
2014,fl,enr,billions of us dollars (USD),19.6085
2014,fl,ong,billions of us dollars (USD),57.8059
2014,fl,ser,billions of us dollars (USD),480.134
2014,fl,hce,billions of us dollars (USD),476.6239
2014,fl,utl,billions of us dollars (USD),135.148
2014,fl,hea,billions of us dollars (USD),119.5592
2014,fl,trn,billions of us dollars (USD),19.5539
2014,fl,rsr,billions of us dollars (USD),23.5337
2014,fl,htl,billions of us dollars (USD),59.7678
2014,fl,fsr,billions of us dollars (USD),63.3562
2014,fl,osr,billions of us dollars (USD),55.705
2014,fl,npish,billions of us dollars (USD),3.5102
2014,fl,npi,billions of us dollars (USD),47.3479
2014,fl,nps,billions of us dollars (USD),43.8377
2014,ga,pce,billions of us dollars (USD),323.4034
2014,ga,gds,billions of us dollars (USD),115.1784
2014,ga,dur,billions of us dollars (USD),36.2219
2014,ga,mvp,billions of us dollars (USD),13.7467
2014,ga,hdr,billions of us dollars (USD),8.6576
2014,ga,rec,billions of us dollars (USD),8.0664
2014,ga,odg,billions of us dollars (USD),5.7511
2014,ga,ndr,billions of us dollars (USD),78.9565
2014,ga,foo,billions of us dollars (USD),28.0164
2014,ga,clo,billions of us dollars (USD),10.6376
2014,ga,enr,billions of us dollars (USD),12.9403
2014,ga,ong,billions of us dollars (USD),27.3621
2014,ga,ser,billions of us dollars (USD),208.2251
2014,ga,hce,billions of us dollars (USD),204.6345
2014,ga,utl,billions of us dollars (USD),56.6793
2014,ga,hea,billions of us dollars (USD),50.1966
2014,ga,trn,billions of us dollars (USD),8.2071
2014,ga,rsr,billions of us dollars (USD),11.6
2014,ga,htl,billions of us dollars (USD),23.0684
2014,ga,fsr,billions of us dollars (USD),23.2184
2014,ga,osr,billions of us dollars (USD),31.6647
2014,ga,npish,billions of us dollars (USD),3.5906
2014,ga,npi,billions of us dollars (USD),30.124
