yr,r,n,units,value
2012,mo,111211,billions of us dollars (USD),0.0
2012,mo,111219,billions of us dollars (USD),0.0
2012,mo,1113,billions of us dollars (USD),0.024047
2012,mo,11133,billions of us dollars (USD),0.024047
2012,mo,111331,billions of us dollars (USD),0.0
2012,mo,111332,billions of us dollars (USD),0.003967
2012,mo,111333,billions of us dollars (USD),0.0
2012,mo,111334,billions of us dollars (USD),0.0
2012,mo,111335,billions of us dollars (USD),0.004382
2012,mo,111336,billions of us dollars (USD),7.9e-5
2012,mo,111339,billions of us dollars (USD),0.006768
2012,mo,1114,billions of us dollars (USD),0.086065
2012,mo,11141,billions of us dollars (USD),0.004806
2012,mo,11142,billions of us dollars (USD),0.08126
2012,mo,111421,billions of us dollars (USD),0.035638
2012,mo,111422,billions of us dollars (USD),0.045622
2012,mo,1119,billions of us dollars (USD),0.374954
2012,mo,11191,billions of us dollars (USD),0.0
2012,mo,11192,billions of us dollars (USD),0.0
2012,mo,11194,billions of us dollars (USD),0.0
2012,mo,11199,billions of us dollars (USD),0.04613
2012,mo,112,billions of us dollars (USD),0.256951
2012,mo,1121,billions of us dollars (USD),0.196677
2012,mo,11211,billions of us dollars (USD),0.178482
2012,mo,112111,billions of us dollars (USD),0.152749
2012,mo,112112,billions of us dollars (USD),0.025733
2012,mo,11212,billions of us dollars (USD),0.018195
2012,mo,1122,billions of us dollars (USD),0.038029
2012,mo,1123,billions of us dollars (USD),0.011308
2012,mo,11231,billions of us dollars (USD),0.002117
2012,mo,11232,billions of us dollars (USD),0.004923
2012,mo,11233,billions of us dollars (USD),0.003869
2012,mo,11234,billions of us dollars (USD),0.0
2012,mo,11239,billions of us dollars (USD),0.0
2012,mo,1124,billions of us dollars (USD),0.0
2012,mo,11241,billions of us dollars (USD),0.0
2012,mo,11242,billions of us dollars (USD),0.000344
2012,mo,1125,billions of us dollars (USD),0.0
2012,mo,1129,billions of us dollars (USD),0.009953
2012,mo,11291,billions of us dollars (USD),2.8e-5
2012,mo,11292,billions of us dollars (USD),0.000474
2012,mo,11293,billions of us dollars (USD),5.8e-5
2012,mo,11299,billions of us dollars (USD),0.009393
2012,mt,111,billions of us dollars (USD),1.954192
2012,mt,1111,billions of us dollars (USD),1.612928
2012,mt,11112,billions of us dollars (USD),0.0
2012,mt,11113,billions of us dollars (USD),0.0
2012,mt,11114,billions of us dollars (USD),1.291396
2012,mt,11115,billions of us dollars (USD),0.019656
2012,mt,11119,billions of us dollars (USD),0.271275
2012,mt,1112,billions of us dollars (USD),0.038307
2012,mt,111211,billions of us dollars (USD),0.0
2012,mt,111219,billions of us dollars (USD),0.0
2012,mt,1113,billions of us dollars (USD),0.0
2012,mt,11133,billions of us dollars (USD),0.0
2012,mt,111331,billions of us dollars (USD),0.0
2012,mt,111332,billions of us dollars (USD),0.000116
2012,mt,111333,billions of us dollars (USD),0.0
2012,mt,111334,billions of us dollars (USD),0.0
2012,mt,111336,billions of us dollars (USD),0.0
2012,mt,111339,billions of us dollars (USD),0.002859
2012,mt,1114,billions of us dollars (USD),0.0
2012,mt,11141,billions of us dollars (USD),0.0
2012,mt,11142,billions of us dollars (USD),0.027056
2012,mt,111421,billions of us dollars (USD),0.0
2012,mt,111422,billions of us dollars (USD),0.0
2012,mt,1119,billions of us dollars (USD),0.271172
2012,mt,11194,billions of us dollars (USD),0.092935
2012,mt,11199,billions of us dollars (USD),0.178238
2012,mt,112,billions of us dollars (USD),0.301804
2012,mt,1121,billions of us dollars (USD),0.25486
2012,mt,11211,billions of us dollars (USD),0.250294
2012,mt,112111,billions of us dollars (USD),0.242317
2012,mt,112112,billions of us dollars (USD),0.007977
2012,mt,11212,billions of us dollars (USD),0.004566
2012,mt,1122,billions of us dollars (USD),0.0
2012,mt,1123,billions of us dollars (USD),6.0e-6
2012,mt,11231,billions of us dollars (USD),0.0
2012,mt,11239,billions of us dollars (USD),0.0
2012,mt,1124,billions of us dollars (USD),0.0
2012,mt,11241,billions of us dollars (USD),0.0
2012,mt,11242,billions of us dollars (USD),0.0
2012,mt,1125,billions of us dollars (USD),0.0
2012,mt,1129,billions of us dollars (USD),0.037231
2012,mt,11291,billions of us dollars (USD),0.0
2012,mt,11292,billions of us dollars (USD),0.0
2012,mt,11299,billions of us dollars (USD),0.036829
2012,ne,111,billions of us dollars (USD),10.439275
2012,ne,1111,billions of us dollars (USD),9.900189
2012,ne,11111,billions of us dollars (USD),0.413329
2012,ne,11112,billions of us dollars (USD),0.000595
2012,ne,11113,billions of us dollars (USD),0.012393
2012,ne,11114,billions of us dollars (USD),0.154785
2012,ne,11115,billions of us dollars (USD),8.052279
2012,ne,11119,billions of us dollars (USD),1.266808
2012,ne,1112,billions of us dollars (USD),0.095334
2012,ne,111211,billions of us dollars (USD),0.0
2012,ne,111219,billions of us dollars (USD),0.0
2012,ne,1113,billions of us dollars (USD),0.002323
2012,ne,11133,billions of us dollars (USD),0.002323
2012,ne,111331,billions of us dollars (USD),0.0
2012,ne,111332,billions of us dollars (USD),0.0
2012,ne,111334,billions of us dollars (USD),2.0e-5
2012,ne,111335,billions of us dollars (USD),0.000108
2012,ne,111336,billions of us dollars (USD),0.0
2012,ne,111339,billions of us dollars (USD),0.0
2012,ne,1114,billions of us dollars (USD),0.044711
2012,ne,11141,billions of us dollars (USD),0.006477
2012,ne,11142,billions of us dollars (USD),0.038234
2012,ne,111421,billions of us dollars (USD),0.0
2012,ne,111422,billions of us dollars (USD),0.0
2012,ne,1119,billions of us dollars (USD),0.396718
2012,ne,11194,billions of us dollars (USD),0.201766
2012,ne,11199,billions of us dollars (USD),0.194952
2012,ne,112,billions of us dollars (USD),0.938658
2012,ne,1121,billions of us dollars (USD),0.816817
2012,ne,11211,billions of us dollars (USD),0.795047
2012,ne,112111,billions of us dollars (USD),0.41477
2012,ne,112112,billions of us dollars (USD),0.380278
2012,ne,11212,billions of us dollars (USD),0.02177
2012,ne,1122,billions of us dollars (USD),0.079037
2012,ne,1123,billions of us dollars (USD),0.00659
2012,ne,11231,billions of us dollars (USD),0.004011
2012,ne,11232,billions of us dollars (USD),0.0
2012,ne,11233,billions of us dollars (USD),0.0
2012,ne,11239,billions of us dollars (USD),0.0
2012,ne,1124,billions of us dollars (USD),0.0
2012,ne,11241,billions of us dollars (USD),0.00041
2012,ne,11242,billions of us dollars (USD),0.0
2012,ne,1125,billions of us dollars (USD),0.0
2012,ne,1129,billions of us dollars (USD),0.035663
2012,ne,11291,billions of us dollars (USD),0.000227
2012,ne,11292,billions of us dollars (USD),0.000269
2012,ne,11299,billions of us dollars (USD),0.035167
2012,nv,111,billions of us dollars (USD),0.336293
2012,nv,1111,billions of us dollars (USD),0.0
2012,nv,11114,billions of us dollars (USD),0.0
2012,nv,11115,billions of us dollars (USD),0.0
2012,nv,11119,billions of us dollars (USD),0.0
2012,nv,1112,billions of us dollars (USD),0.047876
2012,nv,111211,billions of us dollars (USD),0.0
2012,nv,111219,billions of us dollars (USD),0.0
2012,nv,1113,billions of us dollars (USD),0.0
2012,nv,11133,billions of us dollars (USD),0.0
2012,nv,111331,billions of us dollars (USD),0.0
2012,nv,111332,billions of us dollars (USD),0.000102
2012,nv,111335,billions of us dollars (USD),0.0
2012,nv,111336,billions of us dollars (USD),0.0
2012,nv,111339,billions of us dollars (USD),0.0
2012,nv,1114,billions of us dollars (USD),0.019147
2012,nv,11141,billions of us dollars (USD),0.000235
2012,nv,11142,billions of us dollars (USD),0.018912
2012,nv,111421,billions of us dollars (USD),0.016116
2012,nv,111422,billions of us dollars (USD),0.002796
2012,nv,1119,billions of us dollars (USD),0.266907
2012,nv,11194,billions of us dollars (USD),0.249371
2012,nv,11199,billions of us dollars (USD),0.017536
2012,nv,112,billions of us dollars (USD),0.029717
2012,nv,1121,billions of us dollars (USD),0.028649
2012,nv,11211,billions of us dollars (USD),0.027115
2012,nv,112111,billions of us dollars (USD),0.0
2012,nv,112112,billions of us dollars (USD),0.0
2012,nv,11212,billions of us dollars (USD),0.001534
2012,nv,1122,billions of us dollars (USD),0.0
2012,nv,1123,billions of us dollars (USD),0.0
2012,nv,11231,billions of us dollars (USD),0.0
2012,nv,11239,billions of us dollars (USD),0.0
2012,nv,1124,billions of us dollars (USD),0.0
2012,nv,11241,billions of us dollars (USD),0.000639
2012,nv,11242,billions of us dollars (USD),0.0
2012,nv,1129,billions of us dollars (USD),0.0
2012,nv,11291,billions of us dollars (USD),0.0
2012,nv,11292,billions of us dollars (USD),0.000326
2012,nv,11299,billions of us dollars (USD),0.0
2012,nh,111,billions of us dollars (USD),0.093962
2012,nh,1111,billions of us dollars (USD),0.000736
2012,nh,11115,billions of us dollars (USD),0.000736
2012,nh,1112,billions of us dollars (USD),0.0
2012,nh,111211,billions of us dollars (USD),0.0
2012,nh,111219,billions of us dollars (USD),0.0
2012,nh,1113,billions of us dollars (USD),0.0
2012,nh,11133,billions of us dollars (USD),0.0
2012,nh,111331,billions of us dollars (USD),0.0
2012,nh,111332,billions of us dollars (USD),0.0
2012,nh,111333,billions of us dollars (USD),0.0
2012,nh,111334,billions of us dollars (USD),0.0
2012,nh,111339,billions of us dollars (USD),0.002444
2012,nh,1114,billions of us dollars (USD),0.051362
2012,nh,11141,billions of us dollars (USD),0.001199
2012,nh,11142,billions of us dollars (USD),0.050163
2012,nh,111421,billions of us dollars (USD),0.029902
2012,nh,111422,billions of us dollars (USD),0.020261
2012,nh,1119,billions of us dollars (USD),0.0
2012,nh,11194,billions of us dollars (USD),0.0
2012,nh,11199,billions of us dollars (USD),0.006476
2012,nh,112,billions of us dollars (USD),0.006752
2012,nh,1121,billions of us dollars (USD),0.006147
2012,nh,11211,billions of us dollars (USD),0.000293
2012,nh,112111,billions of us dollars (USD),0.000293
2012,nh,11212,billions of us dollars (USD),0.005854
2012,nh,1122,billions of us dollars (USD),0.0
2012,nh,1123,billions of us dollars (USD),0.000118
2012,nh,11231,billions of us dollars (USD),0.0
2012,nh,11239,billions of us dollars (USD),0.0
2012,nh,1124,billions of us dollars (USD),6.7e-5
2012,nh,11241,billions of us dollars (USD),5.6e-5
2012,nh,11242,billions of us dollars (USD),1.1e-5
2012,nh,1129,billions of us dollars (USD),0.0
2012,nh,11292,billions of us dollars (USD),3.0e-6
2012,nh,11299,billions of us dollars (USD),0.0
2012,nj,111,billions of us dollars (USD),0.884229
2012,nj,1111,billions of us dollars (USD),0.109818
2012,nj,11111,billions of us dollars (USD),0.0
2012,nj,11114,billions of us dollars (USD),0.0
2012,nj,11115,billions of us dollars (USD),0.051528
2012,nj,11119,billions of us dollars (USD),0.028405
2012,nj,1112,billions of us dollars (USD),0.191888
2012,nj,111211,billions of us dollars (USD),0.0
2012,nj,111219,billions of us dollars (USD),0.0
2012,nj,1113,billions of us dollars (USD),0.145672
2012,nj,11133,billions of us dollars (USD),0.145672
2012,nj,111331,billions of us dollars (USD),0.004054
2012,nj,111332,billions of us dollars (USD),0.003355
2012,nj,111333,billions of us dollars (USD),0.0
2012,nj,111334,billions of us dollars (USD),0.107146
2012,nj,111335,billions of us dollars (USD),0.0
2012,nj,111336,billions of us dollars (USD),0.0
2012,nj,111339,billions of us dollars (USD),0.030139
2012,nj,1114,billions of us dollars (USD),0.410794
2012,nj,11141,billions of us dollars (USD),0.00059
2012,nj,11142,billions of us dollars (USD),0.410204
2012,nj,111421,billions of us dollars (USD),0.206151
2012,nj,111422,billions of us dollars (USD),0.204053
2012,nj,1119,billions of us dollars (USD),0.026057
2012,nj,11194,billions of us dollars (USD),0.012282
2012,nj,11199,billions of us dollars (USD),0.013774
2012,nj,112,billions of us dollars (USD),0.006538
2012,nj,1121,billions of us dollars (USD),0.005497
2012,nj,11211,billions of us dollars (USD),0.000833
2012,nj,112111,billions of us dollars (USD),0.000833
2012,nj,11212,billions of us dollars (USD),0.004663
2012,nj,1122,billions of us dollars (USD),4.0e-5
2012,nj,1123,billions of us dollars (USD),0.000215
2012,nj,11231,billions of us dollars (USD),4.2e-5
2012,nj,11239,billions of us dollars (USD),0.000173
2012,nj,1124,billions of us dollars (USD),0.000104
2012,nj,11241,billions of us dollars (USD),9.7e-5
2012,nj,11242,billions of us dollars (USD),7.0e-6
2012,nj,1125,billions of us dollars (USD),9.0e-6
2012,nj,1129,billions of us dollars (USD),0.000674
2012,nj,11291,billions of us dollars (USD),0.0
2012,nj,11292,billions of us dollars (USD),0.000258
2012,nj,11293,billions of us dollars (USD),0.0
2012,nj,11299,billions of us dollars (USD),0.000405
2012,nm,111,billions of us dollars (USD),0.58723
2012,nm,1111,billions of us dollars (USD),0.091157
2012,nm,11111,billions of us dollars (USD),0.0
2012,nm,11112,billions of us dollars (USD),0.0
2012,nm,11113,billions of us dollars (USD),0.0
2012,nm,11114,billions of us dollars (USD),0.0
2012,nm,11115,billions of us dollars (USD),0.039838
2012,nm,11119,billions of us dollars (USD),0.049144
2012,nm,1112,billions of us dollars (USD),0.097383
2012,nm,111211,billions of us dollars (USD),0.0
2012,nm,111219,billions of us dollars (USD),0.0
2012,nm,1113,billions of us dollars (USD),0.105878
2012,nm,11133,billions of us dollars (USD),0.105878
2012,nm,111331,billions of us dollars (USD),0.003264
2012,nm,111332,billions of us dollars (USD),0.003031
2012,nm,111334,billions of us dollars (USD),0.000292
2012,nm,111335,billions of us dollars (USD),0.097451
2012,nm,111336,billions of us dollars (USD),0.000135
2012,nm,111339,billions of us dollars (USD),0.001706
2012,nm,1114,billions of us dollars (USD),0.044712
2012,nm,11141,billions of us dollars (USD),0.001561
2012,nm,11142,billions of us dollars (USD),0.043151
2012,nm,111421,billions of us dollars (USD),0.016921
2012,nm,111422,billions of us dollars (USD),0.02623
2012,nm,1119,billions of us dollars (USD),0.248099
2012,nm,11192,billions of us dollars (USD),0.016982
2012,nm,11194,billions of us dollars (USD),0.168849
2012,nm,11199,billions of us dollars (USD),0.062268
2012,nm,112,billions of us dollars (USD),0.029708
2012,nm,1121,billions of us dollars (USD),0.029197
2012,nm,11211,billions of us dollars (USD),0.021604
2012,nm,112111,billions of us dollars (USD),0.021052
2012,nm,112112,billions of us dollars (USD),0.000552
2012,nm,11212,billions of us dollars (USD),0.007592
2012,nm,1122,billions of us dollars (USD),0.0
2012,nm,1123,billions of us dollars (USD),0.0
2012,nm,11231,billions of us dollars (USD),1.1e-5
2012,nm,11233,billions of us dollars (USD),0.0
2012,nm,11239,billions of us dollars (USD),0.0
2012,nm,1124,billions of us dollars (USD),0.0
2012,nm,11241,billions of us dollars (USD),7.9e-5
2012,nm,11242,billions of us dollars (USD),0.0
2012,nm,1129,billions of us dollars (USD),0.000416
2012,nm,11291,billions of us dollars (USD),4.7e-5
2012,nm,11292,billions of us dollars (USD),0.0
2012,nm,11299,billions of us dollars (USD),0.0
2012,ny,111,billions of us dollars (USD),1.869131
2012,ny,1111,billions of us dollars (USD),0.605505
2012,ny,11111,billions of us dollars (USD),0.02911
2012,ny,11113,billions of us dollars (USD),0.003674
2012,ny,11114,billions of us dollars (USD),0.000383
2012,ny,11115,billions of us dollars (USD),0.413132
2012,ny,11119,billions of us dollars (USD),0.159205
2012,ny,1112,billions of us dollars (USD),0.354999
2012,ny,111211,billions of us dollars (USD),0.0
2012,ny,111219,billions of us dollars (USD),0.0
2012,ny,1113,billions of us dollars (USD),0.305659
2012,ny,11133,billions of us dollars (USD),0.305659
2012,ny,111331,billions of us dollars (USD),0.192512
2012,ny,111332,billions of us dollars (USD),0.075357
2012,ny,111333,billions of us dollars (USD),0.0
2012,ny,111334,billions of us dollars (USD),0.00504
2012,ny,111335,billions of us dollars (USD),0.0
2012,ny,111336,billions of us dollars (USD),0.0
2012,ny,111339,billions of us dollars (USD),0.030118
2012,ny,1114,billions of us dollars (USD),0.411824
2012,ny,11141,billions of us dollars (USD),0.025458
2012,ny,11142,billions of us dollars (USD),0.386367
2012,ny,111421,billions of us dollars (USD),0.173764
2012,ny,111422,billions of us dollars (USD),0.212603
2012,ny,1119,billions of us dollars (USD),0.191146
2012,ny,11194,billions of us dollars (USD),0.108784
2012,ny,11199,billions of us dollars (USD),0.082362
2012,ny,112,billions of us dollars (USD),0.380096
2012,ny,1121,billions of us dollars (USD),0.35737
2012,ny,11211,billions of us dollars (USD),0.033081
2012,ny,112111,billions of us dollars (USD),0.029059
2012,ny,112112,billions of us dollars (USD),0.004022
2012,ny,11212,billions of us dollars (USD),0.324289
2012,ny,1122,billions of us dollars (USD),0.003233
2012,ny,1123,billions of us dollars (USD),0.013202
2012,ny,11231,billions of us dollars (USD),0.012314
2012,ny,11232,billions of us dollars (USD),4.4e-5
2012,ny,11233,billions of us dollars (USD),0.0
2012,ny,11234,billions of us dollars (USD),0.0
2012,ny,11239,billions of us dollars (USD),0.000833
2012,ny,1124,billions of us dollars (USD),0.001153
2012,ny,11241,billions of us dollars (USD),0.000908
2012,ny,11242,billions of us dollars (USD),0.000244
2012,ny,1125,billions of us dollars (USD),2.0e-5
2012,ny,1129,billions of us dollars (USD),0.005118
2012,ny,11291,billions of us dollars (USD),0.0
2012,ny,11292,billions of us dollars (USD),0.001521
2012,ny,11293,billions of us dollars (USD),0.0
2012,ny,11299,billions of us dollars (USD),0.00355
2012,nc,111,billions of us dollars (USD),3.93932
2012,nc,1111,billions of us dollars (USD),1.298865
2012,nc,11111,billions of us dollars (USD),0.265194
2012,nc,11114,billions of us dollars (USD),0.005098
2012,nc,11115,billions of us dollars (USD),0.321858
2012,nc,11119,billions of us dollars (USD),0.706715
2012,nc,1112,billions of us dollars (USD),0.392796
2012,nc,111211,billions of us dollars (USD),0.177988
2012,nc,111219,billions of us dollars (USD),0.214808
2012,nc,1113,billions of us dollars (USD),0.076862
2012,nc,11133,billions of us dollars (USD),0.076862
2012,nc,111331,billions of us dollars (USD),0.01467
2012,nc,111332,billions of us dollars (USD),0.006905
2012,nc,111333,billions of us dollars (USD),0.0
2012,nc,111334,billions of us dollars (USD),0.041557
2012,nc,111335,billions of us dollars (USD),0.000824
2012,nc,111336,billions of us dollars (USD),0.0
2012,nc,111339,billions of us dollars (USD),0.011793
2012,nc,1114,billions of us dollars (USD),0.642401
2012,nc,11141,billions of us dollars (USD),0.006684
2012,nc,11142,billions of us dollars (USD),0.635718
2012,nc,111421,billions of us dollars (USD),0.342627
2012,nc,111422,billions of us dollars (USD),0.29309
2012,nc,1119,billions of us dollars (USD),1.528397
2012,nc,11191,billions of us dollars (USD),0.628776
2012,nc,11192,billions of us dollars (USD),0.217371
2012,nc,11194,billions of us dollars (USD),0.039114
2012,nc,11199,billions of us dollars (USD),0.643135
2012,nc,112,billions of us dollars (USD),0.363557
2012,nc,1121,billions of us dollars (USD),0.031422
2012,nc,11211,billions of us dollars (USD),0.01483
2012,nc,112111,billions of us dollars (USD),0.014365
2012,nc,112112,billions of us dollars (USD),0.000465
2012,nc,11212,billions of us dollars (USD),0.016592
2012,nc,1122,billions of us dollars (USD),0.116133
2012,nc,1123,billions of us dollars (USD),0.183438
2012,nc,11231,billions of us dollars (USD),0.016841
2012,nc,11232,billions of us dollars (USD),0.110357
2012,nc,11233,billions of us dollars (USD),0.053545
2012,nc,11234,billions of us dollars (USD),0.0
2012,nc,11239,billions of us dollars (USD),0.0
2012,nc,1124,billions of us dollars (USD),0.0002
2012,nc,11241,billions of us dollars (USD),7.8e-5
2012,nc,11242,billions of us dollars (USD),0.000121
2012,nc,1125,billions of us dollars (USD),0.000121
2012,nc,1129,billions of us dollars (USD),0.032244
2012,nc,11291,billions of us dollars (USD),0.0
2012,nc,11292,billions of us dollars (USD),0.000555
2012,nc,11293,billions of us dollars (USD),0.0
2012,nc,11299,billions of us dollars (USD),0.031678
2012,nd,111,billions of us dollars (USD),9.449902
2012,nd,1111,billions of us dollars (USD),8.795582
2012,nd,11111,billions of us dollars (USD),0.837761
2012,nd,11112,billions of us dollars (USD),0.262901
2012,nd,11113,billions of us dollars (USD),0.090157
2012,nd,11114,billions of us dollars (USD),1.545888
2012,nd,11115,billions of us dollars (USD),1.938071
2012,nd,11119,billions of us dollars (USD),4.120804
2012,nd,1112,billions of us dollars (USD),0.0
2012,nd,111211,billions of us dollars (USD),0.0
2012,nd,111219,billions of us dollars (USD),0.0
2012,nd,1113,billions of us dollars (USD),0.000163
2012,nd,11133,billions of us dollars (USD),0.000163
2012,nd,111331,billions of us dollars (USD),2.0e-5
2012,nd,111332,billions of us dollars (USD),7.0e-5
2012,nd,111334,billions of us dollars (USD),0.0
2012,nd,111339,billions of us dollars (USD),0.0
2012,nd,1114,billions of us dollars (USD),0.0
2012,nd,11141,billions of us dollars (USD),0.0
2012,nd,11142,billions of us dollars (USD),0.0
2012,nd,111421,billions of us dollars (USD),0.0
2012,nd,111422,billions of us dollars (USD),0.0
2012,nd,1119,billions of us dollars (USD),0.0
2012,nd,11194,billions of us dollars (USD),0.0
2012,nd,11199,billions of us dollars (USD),0.332557
2012,nd,112,billions of us dollars (USD),0.214384
2012,nd,1121,billions of us dollars (USD),0.198173
2012,nd,11211,billions of us dollars (USD),0.188079
2012,nd,112111,billions of us dollars (USD),0.174252
2012,nd,112112,billions of us dollars (USD),0.013827
2012,nd,11212,billions of us dollars (USD),0.010094
2012,nd,1122,billions of us dollars (USD),0.0
2012,nd,1123,billions of us dollars (USD),0.0
2012,nd,11231,billions of us dollars (USD),0.0
2012,nd,11233,billions of us dollars (USD),0.0
2012,nd,11239,billions of us dollars (USD),2.9e-5
2012,nd,1124,billions of us dollars (USD),0.000383
2012,nd,11241,billions of us dollars (USD),0.00037
2012,nd,11242,billions of us dollars (USD),1.3e-5
2012,nd,1129,billions of us dollars (USD),0.012259
2012,nd,11291,billions of us dollars (USD),0.000107
2012,nd,11292,billions of us dollars (USD),0.000403
2012,nd,11299,billions of us dollars (USD),0.011749
2012,oh,111,billions of us dollars (USD),6.198468
2012,oh,1111,billions of us dollars (USD),5.485019
2012,oh,11111,billions of us dollars (USD),1.696746
2012,oh,11114,billions of us dollars (USD),0.007059
2012,oh,11115,billions of us dollars (USD),2.658462
2012,oh,11119,billions of us dollars (USD),1.122751
2012,oh,1112,billions of us dollars (USD),0.108868
2012,oh,111211,billions of us dollars (USD),0.002152
2012,oh,111219,billions of us dollars (USD),0.106716
2012,oh,1113,billions of us dollars (USD),0.022465
2012,oh,11133,billions of us dollars (USD),0.022465
2012,oh,111331,billions of us dollars (USD),0.012503
2012,oh,111332,billions of us dollars (USD),0.003301
2012,oh,111333,billions of us dollars (USD),0.000438
2012,oh,111334,billions of us dollars (USD),0.001881
2012,oh,111335,billions of us dollars (USD),0.000123
2012,oh,111336,billions of us dollars (USD),1.3e-5
2012,oh,111339,billions of us dollars (USD),0.004206
2012,oh,1114,billions of us dollars (USD),0.435877
2012,oh,11141,billions of us dollars (USD),0.003614
2012,oh,11142,billions of us dollars (USD),0.432262
2012,oh,111421,billions of us dollars (USD),0.200255
2012,oh,111422,billions of us dollars (USD),0.232007
2012,oh,1119,billions of us dollars (USD),0.14624
2012,oh,11191,billions of us dollars (USD),0.004372
2012,oh,11194,billions of us dollars (USD),0.084244
2012,oh,11199,billions of us dollars (USD),0.057624
2012,oh,112,billions of us dollars (USD),0.399478
2012,oh,1121,billions of us dollars (USD),0.221391
2012,oh,11211,billions of us dollars (USD),0.094317
2012,oh,112111,billions of us dollars (USD),0.046077
2012,oh,112112,billions of us dollars (USD),0.048241
2012,oh,11212,billions of us dollars (USD),0.127073
2012,oh,1122,billions of us dollars (USD),0.120649
2012,oh,1123,billions of us dollars (USD),0.033563
2012,oh,11231,billions of us dollars (USD),0.016609
2012,oh,11232,billions of us dollars (USD),0.005956
2012,oh,11233,billions of us dollars (USD),0.008326
2012,oh,11234,billions of us dollars (USD),0.0
2012,oh,11239,billions of us dollars (USD),0.0
2012,oh,1124,billions of us dollars (USD),0.00118
2012,oh,11241,billions of us dollars (USD),0.001028
2012,oh,11242,billions of us dollars (USD),0.000152
2012,oh,1125,billions of us dollars (USD),2.7e-5
2012,oh,1129,billions of us dollars (USD),0.022669
2012,oh,11291,billions of us dollars (USD),6.1e-5
2012,oh,11292,billions of us dollars (USD),0.000848
2012,oh,11293,billions of us dollars (USD),8.0e-6
2012,oh,11299,billions of us dollars (USD),0.021752
2012,ok,111,billions of us dollars (USD),1.606034
2012,ok,1111,billions of us dollars (USD),1.098133
2012,ok,11111,billions of us dollars (USD),0.01223
2012,ok,11112,billions of us dollars (USD),0.017039
2012,ok,11114,billions of us dollars (USD),0.727871
2012,ok,11115,billions of us dollars (USD),0.182023
2012,ok,11119,billions of us dollars (USD),0.15897
2012,ok,1112,billions of us dollars (USD),0.018813
2012,ok,111211,billions of us dollars (USD),5.0e-6
2012,ok,111219,billions of us dollars (USD),0.018808
2012,ok,1113,billions of us dollars (USD),0.032144
2012,ok,11133,billions of us dollars (USD),0.032144
2012,ok,111331,billions of us dollars (USD),1.2e-5
2012,ok,111332,billions of us dollars (USD),0.00079
2012,ok,111333,billions of us dollars (USD),0.000131
2012,ok,111334,billions of us dollars (USD),0.0
2012,ok,111335,billions of us dollars (USD),0.030477
2012,ok,111336,billions of us dollars (USD),0.0
2012,ok,111339,billions of us dollars (USD),0.000643
2012,ok,1114,billions of us dollars (USD),0.208943
2012,ok,11141,billions of us dollars (USD),0.0
2012,ok,11142,billions of us dollars (USD),0.0
2012,ok,111421,billions of us dollars (USD),0.0
2012,ok,111422,billions of us dollars (USD),0.0
2012,ok,1119,billions of us dollars (USD),0.248002
2012,ok,11192,billions of us dollars (USD),0.029372
2012,ok,11194,billions of us dollars (USD),0.11596
2012,ok,11199,billions of us dollars (USD),0.10267
2012,ok,112,billions of us dollars (USD),0.269534
2012,ok,1121,billions of us dollars (USD),0.263144
2012,ok,11211,billions of us dollars (USD),0.255882
2012,ok,112111,billions of us dollars (USD),0.251832
2012,ok,112112,billions of us dollars (USD),0.00405
2012,ok,11212,billions of us dollars (USD),0.007262
2012,ok,1122,billions of us dollars (USD),0.0
2012,ok,1123,billions of us dollars (USD),0.00174
2012,ok,11231,billions of us dollars (USD),0.000391
2012,ok,11232,billions of us dollars (USD),0.001274
2012,ok,11239,billions of us dollars (USD),7.6e-5
2012,ok,1124,billions of us dollars (USD),0.000529
2012,ok,11241,billions of us dollars (USD),0.00028
2012,ok,11242,billions of us dollars (USD),0.000249
2012,ok,1125,billions of us dollars (USD),0.0
2012,ok,1129,billions of us dollars (USD),0.003501
2012,ok,11291,billions of us dollars (USD),1.0e-5
2012,ok,11292,billions of us dollars (USD),0.000453
2012,ok,11299,billions of us dollars (USD),0.003038
2012,or,111,billions of us dollars (USD),3.152712
2012,or,1111,billions of us dollars (USD),0.393726
2012,or,11112,billions of us dollars (USD),0.0
2012,or,11113,billions of us dollars (USD),0.0
2012,or,11114,billions of us dollars (USD),0.299332
2012,or,11115,billions of us dollars (USD),0.028677
2012,or,11119,billions of us dollars (USD),0.06212
2012,or,1112,billions of us dollars (USD),0.475391
2012,or,111211,billions of us dollars (USD),0.093945
2012,or,111219,billions of us dollars (USD),0.381446
2012,or,1113,billions of us dollars (USD),0.495471
2012,or,11132,billions of us dollars (USD),0.0
2012,or,11133,billions of us dollars (USD),0.0
2012,or,111331,billions of us dollars (USD),0.023463
2012,or,111332,billions of us dollars (USD),0.068894
2012,or,111333,billions of us dollars (USD),0.0
2012,or,111334,billions of us dollars (USD),0.168319
2012,or,111335,billions of us dollars (USD),0.044972
2012,or,111336,billions of us dollars (USD),0.009591
2012,or,111339,billions of us dollars (USD),0.178058
2012,or,1114,billions of us dollars (USD),0.853359
2012,or,11141,billions of us dollars (USD),0.01915
2012,or,11142,billions of us dollars (USD),0.83421
2012,or,111421,billions of us dollars (USD),0.707758
2012,or,111422,billions of us dollars (USD),0.126452
2012,or,1119,billions of us dollars (USD),0.934765
2012,or,11194,billions of us dollars (USD),0.196442
