yr,r,n,units,value
2012,wi,112,billions of us dollars (USD),0.841878
2012,wi,1121,billions of us dollars (USD),0.797441
2012,wi,11211,billions of us dollars (USD),0.15498
2012,wi,112111,billions of us dollars (USD),0.102929
2012,wi,112112,billions of us dollars (USD),0.052051
2012,wi,11212,billions of us dollars (USD),0.642461
2012,wi,1122,billions of us dollars (USD),0.008648
2012,wi,1123,billions of us dollars (USD),0.020543
2012,wi,11231,billions of us dollars (USD),0.003123
2012,wi,11232,billions of us dollars (USD),0.008764
2012,wi,11233,billions of us dollars (USD),0.005835
2012,wi,11239,billions of us dollars (USD),0.002821
2012,wi,1124,billions of us dollars (USD),0.001973
2012,wi,11241,billions of us dollars (USD),0.000875
2012,wi,11242,billions of us dollars (USD),0.001098
2012,wi,1125,billions of us dollars (USD),6.8e-5
2012,wi,1129,billions of us dollars (USD),0.013204
2012,wi,11291,billions of us dollars (USD),0.000137
2012,wi,11292,billions of us dollars (USD),0.000327
2012,wi,11299,billions of us dollars (USD),0.012739
2012,wy,111,billions of us dollars (USD),0.347411
2012,wy,1111,billions of us dollars (USD),0.112383
2012,wy,11112,billions of us dollars (USD),0.0
2012,wy,11113,billions of us dollars (USD),0.0
2012,wy,11114,billions of us dollars (USD),0.013988
2012,wy,11115,billions of us dollars (USD),0.030082
2012,wy,11119,billions of us dollars (USD),0.054773
2012,wy,1112,billions of us dollars (USD),0.00227
2012,wy,111211,billions of us dollars (USD),0.0
2012,wy,111219,billions of us dollars (USD),0.0
2012,wy,1113,billions of us dollars (USD),0.000203
2012,wy,11133,billions of us dollars (USD),0.000203
2012,wy,111331,billions of us dollars (USD),0.0
2012,wy,111332,billions of us dollars (USD),0.0
2012,wy,111335,billions of us dollars (USD),0.0
2012,wy,111339,billions of us dollars (USD),0.0
2012,wy,1114,billions of us dollars (USD),0.007596
2012,wy,11141,billions of us dollars (USD),9.0e-5
2012,wy,11142,billions of us dollars (USD),0.007507
2012,wy,111421,billions of us dollars (USD),0.0
2012,wy,111422,billions of us dollars (USD),0.0
2012,wy,1119,billions of us dollars (USD),0.224958
2012,wy,11194,billions of us dollars (USD),0.126916
2012,wy,11199,billions of us dollars (USD),0.098042
2012,wy,112,billions of us dollars (USD),0.091546
2012,wy,1121,billions of us dollars (USD),0.08452
2012,wy,11211,billions of us dollars (USD),0.083199
2012,wy,112111,billions of us dollars (USD),0.071892
2012,wy,112112,billions of us dollars (USD),0.011307
2012,wy,11212,billions of us dollars (USD),0.001321
2012,wy,1122,billions of us dollars (USD),5.0e-6
2012,wy,1123,billions of us dollars (USD),2.0e-6
2012,wy,11231,billions of us dollars (USD),2.0e-6
2012,wy,1124,billions of us dollars (USD),0.003366
2012,wy,11241,billions of us dollars (USD),0.003352
2012,wy,11242,billions of us dollars (USD),1.4e-5
2012,wy,1129,billions of us dollars (USD),0.003654
2012,wy,11291,billions of us dollars (USD),0.0
2012,wy,11292,billions of us dollars (USD),0.0
2012,wy,11299,billions of us dollars (USD),0.003525
