yr,r,source,units,value
2003,ky,gas,million metric tons of carbon dioxide,12.3
2003,la,gas,million metric tons of carbon dioxide,68.6
2003,me,gas,million metric tons of carbon dioxide,3.9
2003,md,gas,million metric tons of carbon dioxide,10.7
2003,ma,gas,million metric tons of carbon dioxide,22.0
2003,mi,gas,million metric tons of carbon dioxide,50.4
2003,mn,gas,million metric tons of carbon dioxide,19.9
2003,ms,gas,million metric tons of carbon dioxide,14.6
2003,mo,gas,million metric tons of carbon dioxide,14.1
2003,mt,gas,million metric tons of carbon dioxide,3.7
2003,ne,gas,million metric tons of carbon dioxide,6.4
2003,nv,gas,million metric tons of carbon dioxide,10.1
2003,nh,gas,million metric tons of carbon dioxide,3.0
2003,nj,gas,million metric tons of carbon dioxide,33.7
2003,nm,gas,million metric tons of carbon dioxide,11.9
2003,ny,gas,million metric tons of carbon dioxide,60.0
2003,nc,gas,million metric tons of carbon dioxide,12.1
2003,nd,gas,million metric tons of carbon dioxide,3.0
2003,oh,gas,million metric tons of carbon dioxide,46.6
2003,ok,gas,million metric tons of carbon dioxide,29.5
2003,or,gas,million metric tons of carbon dioxide,11.4
2003,pa,gas,million metric tons of carbon dioxide,38.1
2003,ri,gas,million metric tons of carbon dioxide,4.3
2003,sc,gas,million metric tons of carbon dioxide,8.1
2003,sd,gas,million metric tons of carbon dioxide,2.3
2003,tn,gas,million metric tons of carbon dioxide,14.1
2003,tx,gas,million metric tons of carbon dioxide,209.7
2003,ut,gas,million metric tons of carbon dioxide,8.7
2003,vt,gas,million metric tons of carbon dioxide,0.4
2003,va,gas,million metric tons of carbon dioxide,14.4
2003,wa,gas,million metric tons of carbon dioxide,13.6
2003,wv,gas,million metric tons of carbon dioxide,7.2
2003,wi,gas,million metric tons of carbon dioxide,21.1
2003,wy,gas,million metric tons of carbon dioxide,6.4
2003,us,gas,million metric tons of carbon dioxide,1195.7
2004,al,gas,million metric tons of carbon dioxide,20.8
2004,ak,gas,million metric tons of carbon dioxide,21.6
2004,az,gas,million metric tons of carbon dioxide,18.9
2004,ar,gas,million metric tons of carbon dioxide,11.6
2004,ca,gas,million metric tons of carbon dioxide,130.6
2004,co,gas,million metric tons of carbon dioxide,23.4
2004,ct,gas,million metric tons of carbon dioxide,8.8
2004,de,gas,million metric tons of carbon dioxide,2.6
2004,dc,gas,million metric tons of carbon dioxide,1.8
2004,fl,gas,million metric tons of carbon dioxide,40.2
2004,ga,gas,million metric tons of carbon dioxide,21.6
2004,hi,gas,million metric tons of carbon dioxide,0.0
2004,id,gas,million metric tons of carbon dioxide,4.2
2004,il,gas,million metric tons of carbon dioxide,50.7
2004,in,gas,million metric tons of carbon dioxide,27.9
2004,ia,gas,million metric tons of carbon dioxide,10.5
2004,ks,gas,million metric tons of carbon dioxide,13.8
2004,ky,gas,million metric tons of carbon dioxide,12.4
2004,la,gas,million metric tons of carbon dioxide,70.7
2004,me,gas,million metric tons of carbon dioxide,4.8
2004,md,gas,million metric tons of carbon dioxide,10.6
2004,ma,gas,million metric tons of carbon dioxide,20.4
2004,mi,gas,million metric tons of carbon dioxide,49.8
2004,mn,gas,million metric tons of carbon dioxide,19.2
2004,ms,gas,million metric tons of carbon dioxide,15.4
2004,mo,gas,million metric tons of carbon dioxide,14.2
2004,mt,gas,million metric tons of carbon dioxide,3.6
2004,ne,gas,million metric tons of carbon dioxide,6.2
2004,nv,gas,million metric tons of carbon dioxide,11.8
2004,nh,gas,million metric tons of carbon dioxide,3.4
2004,nj,gas,million metric tons of carbon dioxide,34.2
2004,nm,gas,million metric tons of carbon dioxide,12.2
2004,ny,gas,million metric tons of carbon dioxide,59.8
2004,nc,gas,million metric tons of carbon dioxide,12.3
2004,nd,gas,million metric tons of carbon dioxide,3.0
2004,oh,gas,million metric tons of carbon dioxide,45.8
2004,ok,gas,million metric tons of carbon dioxide,29.5
2004,or,gas,million metric tons of carbon dioxide,12.6
2004,pa,gas,million metric tons of carbon dioxide,38.4
2004,ri,gas,million metric tons of carbon dioxide,3.9
2004,sc,gas,million metric tons of carbon dioxide,9.0
2004,sd,gas,million metric tons of carbon dioxide,2.2
2004,tn,gas,million metric tons of carbon dioxide,12.7
2004,tx,gas,million metric tons of carbon dioxide,202.4
2004,ut,gas,million metric tons of carbon dioxide,8.7
2004,vt,gas,million metric tons of carbon dioxide,0.5
2004,va,gas,million metric tons of carbon dioxide,15.2
2004,wa,gas,million metric tons of carbon dioxide,14.3
2004,wv,gas,million metric tons of carbon dioxide,6.9
2004,wi,gas,million metric tons of carbon dioxide,20.5
2004,wy,gas,million metric tons of carbon dioxide,5.9
2004,us,gas,million metric tons of carbon dioxide,1201.1
2005,al,gas,million metric tons of carbon dioxide,19.3
2005,ak,gas,million metric tons of carbon dioxide,23.1
2005,az,gas,million metric tons of carbon dioxide,17.5
2005,ar,gas,million metric tons of carbon dioxide,11.5
2005,ca,gas,million metric tons of carbon dioxide,122.3
2005,co,gas,million metric tons of carbon dioxide,25.4
2005,ct,gas,million metric tons of carbon dioxide,9.1
2005,de,gas,million metric tons of carbon dioxide,2.6
2005,dc,gas,million metric tons of carbon dioxide,1.8
2005,fl,gas,million metric tons of carbon dioxide,42.7
2005,ga,gas,million metric tons of carbon dioxide,22.7
2005,hi,gas,million metric tons of carbon dioxide,0.0
2005,id,gas,million metric tons of carbon dioxide,4.1
2005,il,gas,million metric tons of carbon dioxide,51.6
2005,in,gas,million metric tons of carbon dioxide,28.4
2005,ia,gas,million metric tons of carbon dioxide,11.2
2005,ks,gas,million metric tons of carbon dioxide,13.7
2005,ky,gas,million metric tons of carbon dioxide,12.8
2005,la,gas,million metric tons of carbon dioxide,69.6
2005,me,gas,million metric tons of carbon dioxide,3.4
2005,md,gas,million metric tons of carbon dioxide,11.1
2005,ma,gas,million metric tons of carbon dioxide,20.5
2005,mi,gas,million metric tons of carbon dioxide,49.2
2005,mn,gas,million metric tons of carbon dioxide,19.7
2005,ms,gas,million metric tons of carbon dioxide,16.5
2005,mo,gas,million metric tons of carbon dioxide,14.5
2005,mt,gas,million metric tons of carbon dioxide,3.8
2005,ne,gas,million metric tons of carbon dioxide,6.4
2005,nv,gas,million metric tons of carbon dioxide,12.5
2005,nh,gas,million metric tons of carbon dioxide,3.9
2005,nj,gas,million metric tons of carbon dioxide,33.2
2005,nm,gas,million metric tons of carbon dioxide,12.0
2005,ny,gas,million metric tons of carbon dioxide,58.7
2005,nc,gas,million metric tons of carbon dioxide,12.6
2005,nd,gas,million metric tons of carbon dioxide,2.6
2005,oh,gas,million metric tons of carbon dioxide,45.7
2005,ok,gas,million metric tons of carbon dioxide,31.8
2005,or,gas,million metric tons of carbon dioxide,12.7
2005,pa,gas,million metric tons of carbon dioxide,38.2
2005,ri,gas,million metric tons of carbon dioxide,4.4
2005,sc,gas,million metric tons of carbon dioxide,9.5
2005,sd,gas,million metric tons of carbon dioxide,2.3
2005,tn,gas,million metric tons of carbon dioxide,12.6
2005,tx,gas,million metric tons of carbon dioxide,181.3
2005,ut,gas,million metric tons of carbon dioxide,9.0
2005,vt,gas,million metric tons of carbon dioxide,0.4
2005,va,gas,million metric tons of carbon dioxide,16.5
2005,wa,gas,million metric tons of carbon dioxide,14.4
2005,wv,gas,million metric tons of carbon dioxide,6.6
2005,wi,gas,million metric tons of carbon dioxide,22.0
2005,wy,gas,million metric tons of carbon dioxide,6.0
2005,us,gas,million metric tons of carbon dioxide,1183.4
2006,al,gas,million metric tons of carbon dioxide,21.3
2006,ak,gas,million metric tons of carbon dioxide,19.9
2006,az,gas,million metric tons of carbon dioxide,19.4
2006,ar,gas,million metric tons of carbon dioxide,12.8
2006,ca,gas,million metric tons of carbon dioxide,126.1
2006,co,gas,million metric tons of carbon dioxide,24.3
2006,ct,gas,million metric tons of carbon dioxide,9.3
2006,de,gas,million metric tons of carbon dioxide,2.4
2006,dc,gas,million metric tons of carbon dioxide,1.6
2006,fl,gas,million metric tons of carbon dioxide,48.7
2006,ga,gas,million metric tons of carbon dioxide,23.0
2006,hi,gas,million metric tons of carbon dioxide,0.0
2006,id,gas,million metric tons of carbon dioxide,4.2
2006,il,gas,million metric tons of carbon dioxide,47.5
2006,in,gas,million metric tons of carbon dioxide,26.5
2006,ia,gas,million metric tons of carbon dioxide,11.0
2006,ks,gas,million metric tons of carbon dioxide,14.3
2006,ky,gas,million metric tons of carbon dioxide,11.5
2006,la,gas,million metric tons of carbon dioxide,69.3
2006,me,gas,million metric tons of carbon dioxide,3.6
2006,md,gas,million metric tons of carbon dioxide,9.9
2006,ma,gas,million metric tons of carbon dioxide,20.1
2006,mi,gas,million metric tons of carbon dioxide,43.3
2006,mn,gas,million metric tons of carbon dioxide,19.0
2006,ms,gas,million metric tons of carbon dioxide,16.8
2006,mo,gas,million metric tons of carbon dioxide,13.7
2006,mt,gas,million metric tons of carbon dioxide,4.0
2006,ne,gas,million metric tons of carbon dioxide,7.0
2006,nv,gas,million metric tons of carbon dioxide,13.7
2006,nh,gas,million metric tons of carbon dioxide,3.4
2006,nj,gas,million metric tons of carbon dioxide,30.1
2006,nm,gas,million metric tons of carbon dioxide,12.1
2006,ny,gas,million metric tons of carbon dioxide,59.4
2006,nc,gas,million metric tons of carbon dioxide,12.2
2006,nd,gas,million metric tons of carbon dioxide,2.7
2006,oh,gas,million metric tons of carbon dioxide,40.9
2006,ok,gas,million metric tons of carbon dioxide,34.2
2006,or,gas,million metric tons of carbon dioxide,12.2
2006,pa,gas,million metric tons of carbon dioxide,36.3
2006,ri,gas,million metric tons of carbon dioxide,4.2
2006,sc,gas,million metric tons of carbon dioxide,9.7
2006,sd,gas,million metric tons of carbon dioxide,2.2
2006,tn,gas,million metric tons of carbon dioxide,12.2
2006,tx,gas,million metric tons of carbon dioxide,180.7
2006,ut,gas,million metric tons of carbon dioxide,10.5
2006,vt,gas,million metric tons of carbon dioxide,0.4
2006,va,gas,million metric tons of carbon dioxide,15.0
2006,wa,gas,million metric tons of carbon dioxide,14.4
2006,wv,gas,million metric tons of carbon dioxide,6.7
2006,wi,gas,million metric tons of carbon dioxide,20.0
2006,wy,gas,million metric tons of carbon dioxide,6.0
2006,us,gas,million metric tons of carbon dioxide,1169.5
2007,al,gas,million metric tons of carbon dioxide,23.0
2007,ak,gas,million metric tons of carbon dioxide,19.7
2007,az,gas,million metric tons of carbon dioxide,21.3
2007,ar,gas,million metric tons of carbon dioxide,12.2
2007,ca,gas,million metric tons of carbon dioxide,130.9
2007,co,gas,million metric tons of carbon dioxide,27.2
2007,ct,gas,million metric tons of carbon dioxide,9.7
2007,de,gas,million metric tons of carbon dioxide,2.6
2007,dc,gas,million metric tons of carbon dioxide,1.8
2007,fl,gas,million metric tons of carbon dioxide,50.1
2007,ga,gas,million metric tons of carbon dioxide,24.2
2007,hi,gas,million metric tons of carbon dioxide,0.0
2007,id,gas,million metric tons of carbon dioxide,4.5
2007,il,gas,million metric tons of carbon dioxide,51.4
2007,in,gas,million metric tons of carbon dioxide,28.9
2007,ia,gas,million metric tons of carbon dioxide,14.0
2007,ks,gas,million metric tons of carbon dioxide,15.5
2007,ky,gas,million metric tons of carbon dioxide,12.5
2007,la,gas,million metric tons of carbon dioxide,73.6
2007,me,gas,million metric tons of carbon dioxide,3.6
2007,md,gas,million metric tons of carbon dioxide,10.9
2007,ma,gas,million metric tons of carbon dioxide,22.2
2007,mi,gas,million metric tons of carbon dioxide,43.2
2007,mn,gas,million metric tons of carbon dioxide,21.0
2007,ms,gas,million metric tons of carbon dioxide,19.9
2007,mo,gas,million metric tons of carbon dioxide,14.7
2007,mt,gas,million metric tons of carbon dioxide,4.0
2007,ne,gas,million metric tons of carbon dioxide,8.1
2007,nv,gas,million metric tons of carbon dioxide,13.9
2007,nh,gas,million metric tons of carbon dioxide,3.4
2007,nj,gas,million metric tons of carbon dioxide,34.0
2007,nm,gas,million metric tons of carbon dioxide,12.7
2007,ny,gas,million metric tons of carbon dioxide,64.4
2007,nc,gas,million metric tons of carbon dioxide,13.0
2007,nd,gas,million metric tons of carbon dioxide,3.0
2007,oh,gas,million metric tons of carbon dioxide,44.3
2007,ok,gas,million metric tons of carbon dioxide,35.9
2007,or,gas,million metric tons of carbon dioxide,13.8
2007,pa,gas,million metric tons of carbon dioxide,41.4
2007,ri,gas,million metric tons of carbon dioxide,4.8
2007,sc,gas,million metric tons of carbon dioxide,9.7
2007,sd,gas,million metric tons of carbon dioxide,2.9
2007,tn,gas,million metric tons of carbon dioxide,12.2
2007,tx,gas,million metric tons of carbon dioxide,184.8
2007,ut,gas,million metric tons of carbon dioxide,12.3
2007,vt,gas,million metric tons of carbon dioxide,0.5
2007,va,gas,million metric tons of carbon dioxide,17.6
2007,wa,gas,million metric tons of carbon dioxide,14.8
2007,wv,gas,million metric tons of carbon dioxide,6.6
2007,wi,gas,million metric tons of carbon dioxide,21.4
2007,wy,gas,million metric tons of carbon dioxide,7.7
2007,us,gas,million metric tons of carbon dioxide,1245.9
2008,al,gas,million metric tons of carbon dioxide,22.3
2008,ak,gas,million metric tons of carbon dioxide,18.2
2008,az,gas,million metric tons of carbon dioxide,21.8
2008,ar,gas,million metric tons of carbon dioxide,12.7
2008,ca,gas,million metric tons of carbon dioxide,131.2
2008,co,gas,million metric tons of carbon dioxide,27.0
2008,ct,gas,million metric tons of carbon dioxide,9.0
2008,de,gas,million metric tons of carbon dioxide,2.6
2008,dc,gas,million metric tons of carbon dioxide,1.7
2008,fl,gas,million metric tons of carbon dioxide,51.5
2008,ga,gas,million metric tons of carbon dioxide,23.1
2008,hi,gas,million metric tons of carbon dioxide,0.0
2008,id,gas,million metric tons of carbon dioxide,4.8
2008,il,gas,million metric tons of carbon dioxide,53.2
2008,in,gas,million metric tons of carbon dioxide,29.5
2008,ia,gas,million metric tons of carbon dioxide,15.8
2008,ks,gas,million metric tons of carbon dioxide,15.5
2008,ky,gas,million metric tons of carbon dioxide,12.4
2008,la,gas,million metric tons of carbon dioxide,70.1
2008,me,gas,million metric tons of carbon dioxide,4.0
2008,md,gas,million metric tons of carbon dioxide,10.6
2008,ma,gas,million metric tons of carbon dioxide,22.0
2008,mi,gas,million metric tons of carbon dioxide,42.3
2008,mn,gas,million metric tons of carbon dioxide,23.1
2008,ms,gas,million metric tons of carbon dioxide,19.3
2008,mo,gas,million metric tons of carbon dioxide,15.8
2008,mt,gas,million metric tons of carbon dioxide,4.1
2008,ne,gas,million metric tons of carbon dioxide,9.2
2008,nv,gas,million metric tons of carbon dioxide,14.6
2008,nh,gas,million metric tons of carbon dioxide,3.9
2008,nj,gas,million metric tons of carbon dioxide,33.7
2008,nm,gas,million metric tons of carbon dioxide,13.4
2008,ny,gas,million metric tons of carbon dioxide,63.9
2008,nc,gas,million metric tons of carbon dioxide,13.2
2008,nd,gas,million metric tons of carbon dioxide,3.2
2008,oh,gas,million metric tons of carbon dioxide,43.7
2008,ok,gas,million metric tons of carbon dioxide,37.7
2008,or,gas,million metric tons of carbon dioxide,14.6
2008,pa,gas,million metric tons of carbon dioxide,41.3
2008,ri,gas,million metric tons of carbon dioxide,4.8
2008,sc,gas,million metric tons of carbon dioxide,9.3
2008,sd,gas,million metric tons of carbon dioxide,3.5
2008,tn,gas,million metric tons of carbon dioxide,12.7
2008,tx,gas,million metric tons of carbon dioxide,186.0
2008,ut,gas,million metric tons of carbon dioxide,12.6
2008,vt,gas,million metric tons of carbon dioxide,0.5
2008,va,gas,million metric tons of carbon dioxide,16.5
2008,wa,gas,million metric tons of carbon dioxide,16.3
2008,wv,gas,million metric tons of carbon dioxide,6.3
2008,wi,gas,million metric tons of carbon dioxide,22.0
2008,wy,gas,million metric tons of carbon dioxide,7.8
2008,us,gas,million metric tons of carbon dioxide,1254.5
2009,al,gas,million metric tons of carbon dioxide,25.2
2009,ak,gas,million metric tons of carbon dioxide,18.2
2009,az,gas,million metric tons of carbon dioxide,20.0
2009,ar,gas,million metric tons of carbon dioxide,13.2
2009,ca,gas,million metric tons of carbon dioxide,126.9
2009,co,gas,million metric tons of carbon dioxide,27.9
2009,ct,gas,million metric tons of carbon dioxide,10.0
2009,de,gas,million metric tons of carbon dioxide,2.7
2009,dc,gas,million metric tons of carbon dioxide,1.8
2009,fl,gas,million metric tons of carbon dioxide,57.4
2009,ga,gas,million metric tons of carbon dioxide,25.2
2009,hi,gas,million metric tons of carbon dioxide,0.0
2009,id,gas,million metric tons of carbon dioxide,4.6
2009,il,gas,million metric tons of carbon dioxide,50.8
2009,in,gas,million metric tons of carbon dioxide,27.1
2009,ia,gas,million metric tons of carbon dioxide,15.1
2009,ks,gas,million metric tons of carbon dioxide,15.5
2009,ky,gas,million metric tons of carbon dioxide,11.4
2009,la,gas,million metric tons of carbon dioxide,67.3
2009,me,gas,million metric tons of carbon dioxide,3.9
2009,md,gas,million metric tons of carbon dioxide,10.7
2009,ma,gas,million metric tons of carbon dioxide,21.7
2009,mi,gas,million metric tons of carbon dioxide,39.8
2009,mn,gas,million metric tons of carbon dioxide,21.5
2009,ms,gas,million metric tons of carbon dioxide,19.7
2009,mo,gas,million metric tons of carbon dioxide,14.2
2009,mt,gas,million metric tons of carbon dioxide,4.1
2009,ne,gas,million metric tons of carbon dioxide,8.8
2009,nv,gas,million metric tons of carbon dioxide,15.1
2009,nh,gas,million metric tons of carbon dioxide,3.3
2009,nj,gas,million metric tons of carbon dioxide,33.9
2009,nm,gas,million metric tons of carbon dioxide,13.2
2009,ny,gas,million metric tons of carbon dioxide,61.9
2009,nc,gas,million metric tons of carbon dioxide,13.4
2009,nd,gas,million metric tons of carbon dioxide,2.8
2009,oh,gas,million metric tons of carbon dioxide,40.9
2009,ok,gas,million metric tons of carbon dioxide,36.1
2009,or,gas,million metric tons of carbon dioxide,13.5
2009,pa,gas,million metric tons of carbon dioxide,44.5
2009,ri,gas,million metric tons of carbon dioxide,5.0
2009,sc,gas,million metric tons of carbon dioxide,10.5
2009,sd,gas,million metric tons of carbon dioxide,3.5
2009,tn,gas,million metric tons of carbon dioxide,11.8
2009,tx,gas,million metric tons of carbon dioxide,177.6
2009,ut,gas,million metric tons of carbon dioxide,11.9
2009,vt,gas,million metric tons of carbon dioxide,0.5
2009,va,gas,million metric tons of carbon dioxide,17.5
2009,wa,gas,million metric tons of carbon dioxide,17.0
2009,wv,gas,million metric tons of carbon dioxide,6.3
2009,wi,gas,million metric tons of carbon dioxide,20.8
2009,wy,gas,million metric tons of carbon dioxide,7.8
2009,us,gas,million metric tons of carbon dioxide,1233.4
2010,al,gas,million metric tons of carbon dioxide,29.2
2010,ak,gas,million metric tons of carbon dioxide,17.8
2010,az,gas,million metric tons of carbon dioxide,17.8
2010,ar,gas,million metric tons of carbon dioxide,14.6
2010,ca,gas,million metric tons of carbon dioxide,123.4
2010,co,gas,million metric tons of carbon dioxide,26.8
2010,ct,gas,million metric tons of carbon dioxide,10.8
2010,de,gas,million metric tons of carbon dioxide,3.0
2010,dc,gas,million metric tons of carbon dioxide,1.8
2010,fl,gas,million metric tons of carbon dioxide,62.6
2010,ga,gas,million metric tons of carbon dioxide,28.7
2010,hi,gas,million metric tons of carbon dioxide,0.0
2010,id,gas,million metric tons of carbon dioxide,4.5
2010,il,gas,million metric tons of carbon dioxide,51.1
2010,in,gas,million metric tons of carbon dioxide,30.6
2010,ia,gas,million metric tons of carbon dioxide,14.8
2010,ks,gas,million metric tons of carbon dioxide,14.9
2010,ky,gas,million metric tons of carbon dioxide,12.7
2010,la,gas,million metric tons of carbon dioxide,75.7
2010,me,gas,million metric tons of carbon dioxide,4.3
2010,md,gas,million metric tons of carbon dioxide,11.4
2010,ma,gas,million metric tons of carbon dioxide,23.7
2010,mi,gas,million metric tons of carbon dioxide,40.3
2010,mn,gas,million metric tons of carbon dioxide,22.7
2010,ms,gas,million metric tons of carbon dioxide,23.6
2010,mo,gas,million metric tons of carbon dioxide,15.0
2010,mt,gas,million metric tons of carbon dioxide,3.9
2010,ne,gas,million metric tons of carbon dioxide,9.0
2010,nv,gas,million metric tons of carbon dioxide,14.2
2010,nh,gas,million metric tons of carbon dioxide,3.3
2010,nj,gas,million metric tons of carbon dioxide,35.6
2010,nm,gas,million metric tons of carbon dioxide,13.1
2010,ny,gas,million metric tons of carbon dioxide,65.0
2010,nc,gas,million metric tons of carbon dioxide,16.4
2010,nd,gas,million metric tons of carbon dioxide,3.4
2010,oh,gas,million metric tons of carbon dioxide,43.0
2010,ok,gas,million metric tons of carbon dioxide,37.0
2010,or,gas,million metric tons of carbon dioxide,12.9
2010,pa,gas,million metric tons of carbon dioxide,48.2
2010,ri,gas,million metric tons of carbon dioxide,5.1
2010,sc,gas,million metric tons of carbon dioxide,12.0
2010,sd,gas,million metric tons of carbon dioxide,3.9
2010,tn,gas,million metric tons of carbon dioxide,14.0
2010,tx,gas,million metric tons of carbon dioxide,186.5
2010,ut,gas,million metric tons of carbon dioxide,12.2
2010,vt,gas,million metric tons of carbon dioxide,0.5
2010,va,gas,million metric tons of carbon dioxide,20.5
2010,wa,gas,million metric tons of carbon dioxide,15.6
2010,wv,gas,million metric tons of carbon dioxide,6.5
2010,wi,gas,million metric tons of carbon dioxide,20.0
2010,wy,gas,million metric tons of carbon dioxide,8.2
2010,us,gas,million metric tons of carbon dioxide,1291.4
2011,al,gas,million metric tons of carbon dioxide,32.6
2011,ak,gas,million metric tons of carbon dioxide,18.0
2011,az,gas,million metric tons of carbon dioxide,15.6
2011,ar,gas,million metric tons of carbon dioxide,15.3
2011,ca,gas,million metric tons of carbon dioxide,116.5
2011,co,gas,million metric tons of carbon dioxide,25.3
2011,ct,gas,million metric tons of carbon dioxide,12.5
2011,de,gas,million metric tons of carbon dioxide,4.3
2011,dc,gas,million metric tons of carbon dioxide,1.8
2011,fl,gas,million metric tons of carbon dioxide,65.6
2011,ga,gas,million metric tons of carbon dioxide,28.2
2011,hi,gas,million metric tons of carbon dioxide,0.0
2011,id,gas,million metric tons of carbon dioxide,4.5
2011,il,gas,million metric tons of carbon dioxide,52.3
2011,in,gas,million metric tons of carbon dioxide,33.7
2011,ia,gas,million metric tons of carbon dioxide,14.7
2011,ks,gas,million metric tons of carbon dioxide,15.1
2011,ky,gas,million metric tons of carbon dioxide,12.2
2011,la,gas,million metric tons of carbon dioxide,78.5
2011,me,gas,million metric tons of carbon dioxide,4.0
2011,md,gas,million metric tons of carbon dioxide,10.4
2011,ma,gas,million metric tons of carbon dioxide,24.6
2011,mi,gas,million metric tons of carbon dioxide,41.8
2011,mn,gas,million metric tons of carbon dioxide,22.5
2011,ms,gas,million metric tons of carbon dioxide,23.2
2011,mo,gas,million metric tons of carbon dioxide,14.6
2011,mt,gas,million metric tons of carbon dioxide,4.2
2011,ne,gas,million metric tons of carbon dioxide,9.2
2011,nv,gas,million metric tons of carbon dioxide,13.6
2011,nh,gas,million metric tons of carbon dioxide,3.9
2011,nj,gas,million metric tons of carbon dioxide,35.9
2011,nm,gas,million metric tons of carbon dioxide,13.4
2011,ny,gas,million metric tons of carbon dioxide,66.2
2011,nc,gas,million metric tons of carbon dioxide,16.5
2011,nd,gas,million metric tons of carbon dioxide,3.8
2011,oh,gas,million metric tons of carbon dioxide,45.0
2011,ok,gas,million metric tons of carbon dioxide,35.9
2011,or,gas,million metric tons of carbon dioxide,10.8
2011,pa,gas,million metric tons of carbon dioxide,53.1
2011,ri,gas,million metric tons of carbon dioxide,5.4
2011,sc,gas,million metric tons of carbon dioxide,12.5
2011,sd,gas,million metric tons of carbon dioxide,3.9
2011,tn,gas,million metric tons of carbon dioxide,14.2
2011,tx,gas,million metric tons of carbon dioxide,192.2
2011,ut,gas,million metric tons of carbon dioxide,12.2
2011,vt,gas,million metric tons of carbon dioxide,0.5
2011,va,gas,million metric tons of carbon dioxide,20.3
2011,wa,gas,million metric tons of carbon dioxide,14.4
2011,wv,gas,million metric tons of carbon dioxide,6.6
2011,wi,gas,million metric tons of carbon dioxide,21.2
2011,wy,gas,million metric tons of carbon dioxide,8.6
2011,us,gas,million metric tons of carbon dioxide,1311.6
2012,al,gas,million metric tons of carbon dioxide,36.2
2012,ak,gas,million metric tons of carbon dioxide,18.4
2012,az,gas,million metric tons of carbon dioxide,18.0
2012,ar,gas,million metric tons of carbon dioxide,15.9
2012,ca,gas,million metric tons of carbon dioxide,130.3
2012,co,gas,million metric tons of carbon dioxide,24.2
2012,ct,gas,million metric tons of carbon dioxide,12.5
2012,de,gas,million metric tons of carbon dioxide,5.5
2012,dc,gas,million metric tons of carbon dioxide,1.6
2012,fl,gas,million metric tons of carbon dioxide,71.5
2012,ga,gas,million metric tons of carbon dioxide,33.1
2012,hi,gas,million metric tons of carbon dioxide,0.0
2012,id,gas,million metric tons of carbon dioxide,4.8
2012,il,gas,million metric tons of carbon dioxide,49.8
2012,in,gas,million metric tons of carbon dioxide,34.7
2012,ia,gas,million metric tons of carbon dioxide,14.1
2012,ks,gas,million metric tons of carbon dioxide,14.2
2012,ky,gas,million metric tons of carbon dioxide,12.3
2012,la,gas,million metric tons of carbon dioxide,81.1
2012,me,gas,million metric tons of carbon dioxide,3.7
2012,md,gas,million metric tons of carbon dioxide,11.4
2012,ma,gas,million metric tons of carbon dioxide,22.9
2012,mi,gas,million metric tons of carbon dioxide,42.7
2012,mn,gas,million metric tons of carbon dioxide,22.8
2012,ms,gas,million metric tons of carbon dioxide,26.5
2012,mo,gas,million metric tons of carbon dioxide,13.7
2012,mt,gas,million metric tons of carbon dioxide,4.0
2012,ne,gas,million metric tons of carbon dioxide,8.6
2012,nv,gas,million metric tons of carbon dioxide,14.9
2012,nh,gas,million metric tons of carbon dioxide,3.9
2012,nj,gas,million metric tons of carbon dioxide,35.6
2012,nm,gas,million metric tons of carbon dioxide,13.3
2012,ny,gas,million metric tons of carbon dioxide,66.9
2012,nc,gas,million metric tons of carbon dioxide,19.5
2012,nd,gas,million metric tons of carbon dioxide,3.8
2012,oh,gas,million metric tons of carbon dioxide,46.1
2012,ok,gas,million metric tons of carbon dioxide,37.8
2012,or,gas,million metric tons of carbon dioxide,11.7
2012,pa,gas,million metric tons of carbon dioxide,57.3
2012,ri,gas,million metric tons of carbon dioxide,5.2
2012,sc,gas,million metric tons of carbon dioxide,13.3
2012,sd,gas,million metric tons of carbon dioxide,3.8
2012,tn,gas,million metric tons of carbon dioxide,14.9
2012,tx,gas,million metric tons of carbon dioxide,200.6
2012,ut,gas,million metric tons of carbon dioxide,12.3
2012,vt,gas,million metric tons of carbon dioxide,0.4
2012,va,gas,million metric tons of carbon dioxide,22.5
2012,wa,gas,million metric tons of carbon dioxide,14.4
2012,wv,gas,million metric tons of carbon dioxide,7.4
2012,wi,gas,million metric tons of carbon dioxide,21.8
2012,wy,gas,million metric tons of carbon dioxide,8.4
2012,us,gas,million metric tons of carbon dioxide,1370.8
2013,al,gas,million metric tons of carbon dioxide,33.3
2013,ak,gas,million metric tons of carbon dioxide,17.7
2013,az,gas,million metric tons of carbon dioxide,18.1
2013,ar,gas,million metric tons of carbon dioxide,15.3
2013,ca,gas,million metric tons of carbon dioxide,131.8
2013,co,gas,million metric tons of carbon dioxide,25.6
2013,ct,gas,million metric tons of carbon dioxide,12.7
2013,de,gas,million metric tons of carbon dioxide,5.3
2013,dc,gas,million metric tons of carbon dioxide,1.8
2013,fl,gas,million metric tons of carbon dioxide,66.1
2013,ga,gas,million metric tons of carbon dioxide,33.7
2013,hi,gas,million metric tons of carbon dioxide,0.0
2013,id,gas,million metric tons of carbon dioxide,5.7
2013,il,gas,million metric tons of carbon dioxide,56.4
2013,in,gas,million metric tons of carbon dioxide,36.1
2013,ia,gas,million metric tons of carbon dioxide,16.3
2013,ks,gas,million metric tons of carbon dioxide,15.3
2013,ky,gas,million metric tons of carbon dioxide,12.5
2013,la,gas,million metric tons of carbon dioxide,77.0
