yr,r,source,units,value
2012,ky,oil,million metric tons of carbon dioxide,39.2
2012,la,oil,million metric tons of carbon dioxide,99.0
2012,me,oil,million metric tons of carbon dioxide,11.6
2012,md,oil,million metric tons of carbon dioxide,28.9
2012,ma,oil,million metric tons of carbon dioxide,35.2
2012,mi,oil,million metric tons of carbon dioxide,50.0
2012,mn,oil,million metric tons of carbon dioxide,38.7
2012,ms,oil,million metric tons of carbon dioxide,27.6
2012,mo,oil,million metric tons of carbon dioxide,40.0
2012,mt,oil,million metric tons of carbon dioxide,11.5
2012,ne,oil,million metric tons of carbon dioxide,15.7
2012,nv,oil,million metric tons of carbon dioxide,14.0
2012,nh,oil,million metric tons of carbon dioxide,8.9
2012,nj,oil,million metric tons of carbon dioxide,64.4
2012,nm,oil,million metric tons of carbon dioxide,16.0
2012,ny,oil,million metric tons of carbon dioxide,84.9
2012,nc,oil,million metric tons of carbon dioxide,48.9
2012,nd,oil,million metric tons of carbon dioxide,13.7
2012,oh,oil,million metric tons of carbon dioxide,73.1
2012,ok,oil,million metric tons of carbon dioxide,35.5
2012,or,oil,million metric tons of carbon dioxide,21.7
2012,pa,oil,million metric tons of carbon dioxide,75.8
2012,ri,oil,million metric tons of carbon dioxide,5.1
2012,sc,oil,million metric tons of carbon dioxide,31.0
2012,sd,oil,million metric tons of carbon dioxide,7.6
2012,tn,oil,million metric tons of carbon dioxide,43.4
2012,tx,oil,million metric tons of carbon dioxide,270.6
2012,ut,oil,million metric tons of carbon dioxide,18.4
2012,vt,oil,million metric tons of carbon dioxide,4.9
2012,va,oil,million metric tons of carbon dioxide,52.2
2012,wa,oil,million metric tons of carbon dioxide,50.7
2012,wv,oil,million metric tons of carbon dioxide,12.2
2012,wi,oil,million metric tons of carbon dioxide,32.2
2012,wy,oil,million metric tons of carbon dioxide,11.5
2012,us,oil,million metric tons of carbon dioxide,2134.1
2013,al,oil,million metric tons of carbon dioxide,33.2
2013,ak,oil,million metric tons of carbon dioxide,17.0
2013,az,oil,million metric tons of carbon dioxide,32.8
2013,ar,oil,million metric tons of carbon dioxide,21.6
2013,ca,oil,million metric tons of carbon dioxide,217.7
2013,co,oil,million metric tons of carbon dioxide,30.6
2013,ct,oil,million metric tons of carbon dioxide,20.8
2013,de,oil,million metric tons of carbon dioxide,6.3
2013,dc,oil,million metric tons of carbon dioxide,1.0
2013,fl,oil,million metric tons of carbon dioxide,103.9
2013,ga,oil,million metric tons of carbon dioxide,58.6
2013,hi,oil,million metric tons of carbon dioxide,16.8
2013,id,oil,million metric tons of carbon dioxide,10.3
2013,il,oil,million metric tons of carbon dioxide,76.9
2013,in,oil,million metric tons of carbon dioxide,50.9
2013,ia,oil,million metric tons of carbon dioxide,25.7
2013,ks,oil,million metric tons of carbon dioxide,26.6
2013,ky,oil,million metric tons of carbon dioxide,38.1
2013,la,oil,million metric tons of carbon dioxide,95.9
2013,me,oil,million metric tons of carbon dioxide,12.6
2013,md,oil,million metric tons of carbon dioxide,29.6
2013,ma,oil,million metric tons of carbon dioxide,37.2
2013,mi,oil,million metric tons of carbon dioxide,54.0
2013,mn,oil,million metric tons of carbon dioxide,38.0
2013,ms,oil,million metric tons of carbon dioxide,28.2
2013,mo,oil,million metric tons of carbon dioxide,40.2
2013,mt,oil,million metric tons of carbon dioxide,11.7
2013,ne,oil,million metric tons of carbon dioxide,15.8
2013,nv,oil,million metric tons of carbon dioxide,14.7
2013,nh,oil,million metric tons of carbon dioxide,9.4
2013,nj,oil,million metric tons of carbon dioxide,64.8
2013,nm,oil,million metric tons of carbon dioxide,16.2
2013,ny,oil,million metric tons of carbon dioxide,83.7
2013,nc,oil,million metric tons of carbon dioxide,52.1
2013,nd,oil,million metric tons of carbon dioxide,15.1
2013,oh,oil,million metric tons of carbon dioxide,74.4
2013,ok,oil,million metric tons of carbon dioxide,35.1
2013,or,oil,million metric tons of carbon dioxide,21.7
2013,pa,oil,million metric tons of carbon dioxide,77.1
2013,ri,oil,million metric tons of carbon dioxide,5.3
2013,sc,oil,million metric tons of carbon dioxide,32.3
2013,sd,oil,million metric tons of carbon dioxide,7.4
2013,tn,oil,million metric tons of carbon dioxide,43.8
2013,tx,oil,million metric tons of carbon dioxide,280.9
2013,ut,oil,million metric tons of carbon dioxide,19.1
2013,vt,oil,million metric tons of carbon dioxide,5.1
2013,va,oil,million metric tons of carbon dioxide,52.6
2013,wa,oil,million metric tons of carbon dioxide,48.7
2013,wv,oil,million metric tons of carbon dioxide,12.5
2013,wi,oil,million metric tons of carbon dioxide,32.7
2013,wy,oil,million metric tons of carbon dioxide,11.0
2013,us,oil,million metric tons of carbon dioxide,2167.9
1997,al,res,million metric tons of carbon dioxide,3.4
1997,ak,res,million metric tons of carbon dioxide,1.7
1997,az,res,million metric tons of carbon dioxide,1.8
1997,ar,res,million metric tons of carbon dioxide,2.7
1997,ca,res,million metric tons of carbon dioxide,26.8
1997,co,res,million metric tons of carbon dioxide,6.2
1997,ct,res,million metric tons of carbon dioxide,8.0
1997,de,res,million metric tons of carbon dioxide,1.1
1997,dc,res,million metric tons of carbon dioxide,1.0
1997,fl,res,million metric tons of carbon dioxide,1.4
1997,ga,res,million metric tons of carbon dioxide,7.3
1997,hi,res,million metric tons of carbon dioxide,0.0
1997,id,res,million metric tons of carbon dioxide,1.1
1997,il,res,million metric tons of carbon dioxide,28.5
1997,in,res,million metric tons of carbon dioxide,11.0
1997,ia,res,million metric tons of carbon dioxide,5.2
1997,ks,res,million metric tons of carbon dioxide,4.3
1997,ky,res,million metric tons of carbon dioxide,5.0
1997,la,res,million metric tons of carbon dioxide,3.4
1997,me,res,million metric tons of carbon dioxide,3.9
1997,md,res,million metric tons of carbon dioxide,7.0
1997,ma,res,million metric tons of carbon dioxide,14.3
1997,mi,res,million metric tons of carbon dioxide,24.8
1997,mn,res,million metric tons of carbon dioxide,9.6
1997,ms,res,million metric tons of carbon dioxide,2.0
1997,mo,res,million metric tons of carbon dioxide,8.6
1997,mt,res,million metric tons of carbon dioxide,1.5
1997,ne,res,million metric tons of carbon dioxide,2.9
1997,nv,res,million metric tons of carbon dioxide,1.6
1997,nh,res,million metric tons of carbon dioxide,2.9
1997,nj,res,million metric tons of carbon dioxide,17.1
1997,nm,res,million metric tons of carbon dioxide,2.2
1997,ny,res,million metric tons of carbon dioxide,34.7
1997,nc,res,million metric tons of carbon dioxide,6.8
1997,nd,res,million metric tons of carbon dioxide,1.2
1997,oh,res,million metric tons of carbon dioxide,23.0
1997,ok,res,million metric tons of carbon dioxide,4.3
1997,or,res,million metric tons of carbon dioxide,2.4
1997,pa,res,million metric tons of carbon dioxide,24.6
1997,ri,res,million metric tons of carbon dioxide,2.6
1997,sc,res,million metric tons of carbon dioxide,2.3
1997,sd,res,million metric tons of carbon dioxide,1.3
1997,tn,res,million metric tons of carbon dioxide,4.4
1997,tx,res,million metric tons of carbon dioxide,13.6
1997,ut,res,million metric tons of carbon dioxide,3.4
1997,vt,res,million metric tons of carbon dioxide,1.5
1997,va,res,million metric tons of carbon dioxide,7.7
1997,wa,res,million metric tons of carbon dioxide,4.8
1997,wv,res,million metric tons of carbon dioxide,2.6
1997,wi,res,million metric tons of carbon dioxide,10.4
1997,wy,res,million metric tons of carbon dioxide,0.8
1997,us,res,million metric tons of carbon dioxide,370.4
1998,al,res,million metric tons of carbon dioxide,3.1
1998,ak,res,million metric tons of carbon dioxide,1.6
1998,az,res,million metric tons of carbon dioxide,2.2
1998,ar,res,million metric tons of carbon dioxide,2.4
1998,ca,res,million metric tons of carbon dioxide,32.3
1998,co,res,million metric tons of carbon dioxide,5.9
1998,ct,res,million metric tons of carbon dioxide,7.0
1998,de,res,million metric tons of carbon dioxide,1.1
1998,dc,res,million metric tons of carbon dioxide,0.8
1998,fl,res,million metric tons of carbon dioxide,1.4
1998,ga,res,million metric tons of carbon dioxide,6.8
1998,hi,res,million metric tons of carbon dioxide,0.1
1998,id,res,million metric tons of carbon dioxide,1.1
1998,il,res,million metric tons of carbon dioxide,23.5
1998,in,res,million metric tons of carbon dioxide,9.1
1998,ia,res,million metric tons of carbon dioxide,4.3
1998,ks,res,million metric tons of carbon dioxide,4.3
1998,ky,res,million metric tons of carbon dioxide,4.2
1998,la,res,million metric tons of carbon dioxide,3.0
1998,me,res,million metric tons of carbon dioxide,4.2
1998,md,res,million metric tons of carbon dioxide,6.2
1998,ma,res,million metric tons of carbon dioxide,13.1
1998,mi,res,million metric tons of carbon dioxide,21.0
1998,mn,res,million metric tons of carbon dioxide,8.1
1998,ms,res,million metric tons of carbon dioxide,1.9
1998,mo,res,million metric tons of carbon dioxide,7.3
1998,mt,res,million metric tons of carbon dioxide,1.2
1998,ne,res,million metric tons of carbon dioxide,2.6
1998,nv,res,million metric tons of carbon dioxide,1.9
1998,nh,res,million metric tons of carbon dioxide,2.8
1998,nj,res,million metric tons of carbon dioxide,15.1
1998,nm,res,million metric tons of carbon dioxide,2.2
1998,ny,res,million metric tons of carbon dioxide,31.6
1998,nc,res,million metric tons of carbon dioxide,6.7
1998,nd,res,million metric tons of carbon dioxide,1.0
1998,oh,res,million metric tons of carbon dioxide,19.3
1998,ok,res,million metric tons of carbon dioxide,3.9
1998,or,res,million metric tons of carbon dioxide,2.4
1998,pa,res,million metric tons of carbon dioxide,21.0
1998,ri,res,million metric tons of carbon dioxide,2.4
1998,sc,res,million metric tons of carbon dioxide,2.2
1998,sd,res,million metric tons of carbon dioxide,1.1
1998,tn,res,million metric tons of carbon dioxide,4.1
1998,tx,res,million metric tons of carbon dioxide,12.1
1998,ut,res,million metric tons of carbon dioxide,3.2
1998,vt,res,million metric tons of carbon dioxide,1.4
1998,va,res,million metric tons of carbon dioxide,7.0
1998,wa,res,million metric tons of carbon dioxide,4.7
1998,wv,res,million metric tons of carbon dioxide,2.3
1998,wi,res,million metric tons of carbon dioxide,8.9
1998,wy,res,million metric tons of carbon dioxide,0.8
1998,us,res,million metric tons of carbon dioxide,337.9
1999,al,res,million metric tons of carbon dioxide,3.3
1999,ak,res,million metric tons of carbon dioxide,1.9
1999,az,res,million metric tons of carbon dioxide,2.1
1999,ar,res,million metric tons of carbon dioxide,2.7
1999,ca,res,million metric tons of carbon dioxide,32.0
1999,co,res,million metric tons of carbon dioxide,6.4
1999,ct,res,million metric tons of carbon dioxide,7.9
1999,de,res,million metric tons of carbon dioxide,1.1
1999,dc,res,million metric tons of carbon dioxide,0.9
1999,fl,res,million metric tons of carbon dioxide,1.4
1999,ga,res,million metric tons of carbon dioxide,6.4
1999,hi,res,million metric tons of carbon dioxide,0.0
1999,id,res,million metric tons of carbon dioxide,1.4
1999,il,res,million metric tons of carbon dioxide,25.8
1999,in,res,million metric tons of carbon dioxide,10.2
1999,ia,res,million metric tons of carbon dioxide,5.0
1999,ks,res,million metric tons of carbon dioxide,4.6
1999,ky,res,million metric tons of carbon dioxide,4.6
1999,la,res,million metric tons of carbon dioxide,2.9
1999,me,res,million metric tons of carbon dioxide,4.0
1999,md,res,million metric tons of carbon dioxide,6.6
1999,ma,res,million metric tons of carbon dioxide,13.9
1999,mi,res,million metric tons of carbon dioxide,23.2
1999,mn,res,million metric tons of carbon dioxide,8.5
1999,ms,res,million metric tons of carbon dioxide,1.9
1999,mo,res,million metric tons of carbon dioxide,7.8
1999,mt,res,million metric tons of carbon dioxide,1.2
1999,ne,res,million metric tons of carbon dioxide,2.6
1999,nv,res,million metric tons of carbon dioxide,1.8
1999,nh,res,million metric tons of carbon dioxide,2.8
1999,nj,res,million metric tons of carbon dioxide,16.1
1999,nm,res,million metric tons of carbon dioxide,2.3
1999,ny,res,million metric tons of carbon dioxide,34.3
1999,nc,res,million metric tons of carbon dioxide,6.3
1999,nd,res,million metric tons of carbon dioxide,1.1
1999,oh,res,million metric tons of carbon dioxide,21.3
1999,ok,res,million metric tons of carbon dioxide,3.9
1999,or,res,million metric tons of carbon dioxide,2.8
1999,pa,res,million metric tons of carbon dioxide,23.4
1999,ri,res,million metric tons of carbon dioxide,2.3
1999,sc,res,million metric tons of carbon dioxide,2.3
1999,sd,res,million metric tons of carbon dioxide,1.1
1999,tn,res,million metric tons of carbon dioxide,4.3
1999,tx,res,million metric tons of carbon dioxide,11.7
1999,ut,res,million metric tons of carbon dioxide,3.2
1999,vt,res,million metric tons of carbon dioxide,1.4
1999,va,res,million metric tons of carbon dioxide,7.2
1999,wa,res,million metric tons of carbon dioxide,5.3
1999,wv,res,million metric tons of carbon dioxide,2.4
1999,wi,res,million metric tons of carbon dioxide,10.1
1999,wy,res,million metric tons of carbon dioxide,0.8
1999,us,res,million metric tons of carbon dioxide,358.5
2000,al,res,million metric tons of carbon dioxide,3.7
2000,ak,res,million metric tons of carbon dioxide,1.7
2000,az,res,million metric tons of carbon dioxide,2.1
2000,ar,res,million metric tons of carbon dioxide,2.9
2000,ca,res,million metric tons of carbon dioxide,27.6
2000,co,res,million metric tons of carbon dioxide,6.8
2000,ct,res,million metric tons of carbon dioxide,8.6
2000,de,res,million metric tons of carbon dioxide,1.2
2000,dc,res,million metric tons of carbon dioxide,0.9
2000,fl,res,million metric tons of carbon dioxide,1.5
2000,ga,res,million metric tons of carbon dioxide,8.7
2000,hi,res,million metric tons of carbon dioxide,0.0
2000,id,res,million metric tons of carbon dioxide,1.5
2000,il,res,million metric tons of carbon dioxide,26.6
2000,in,res,million metric tons of carbon dioxide,10.5
2000,ia,res,million metric tons of carbon dioxide,5.0
2000,ks,res,million metric tons of carbon dioxide,4.4
2000,ky,res,million metric tons of carbon dioxide,4.6
2000,la,res,million metric tons of carbon dioxide,3.3
2000,me,res,million metric tons of carbon dioxide,3.9
2000,md,res,million metric tons of carbon dioxide,7.2
2000,ma,res,million metric tons of carbon dioxide,15.5
2000,mi,res,million metric tons of carbon dioxide,24.2
2000,mn,res,million metric tons of carbon dioxide,9.3
2000,ms,res,million metric tons of carbon dioxide,2.4
2000,mo,res,million metric tons of carbon dioxide,7.7
2000,mt,res,million metric tons of carbon dioxide,1.4
2000,ne,res,million metric tons of carbon dioxide,2.8
2000,nv,res,million metric tons of carbon dioxide,1.8
2000,nh,res,million metric tons of carbon dioxide,2.9
2000,nj,res,million metric tons of carbon dioxide,16.8
2000,nm,res,million metric tons of carbon dioxide,2.3
2000,ny,res,million metric tons of carbon dioxide,39.2
2000,nc,res,million metric tons of carbon dioxide,7.1
2000,nd,res,million metric tons of carbon dioxide,1.2
2000,oh,res,million metric tons of carbon dioxide,22.0
2000,ok,res,million metric tons of carbon dioxide,4.2
2000,or,res,million metric tons of carbon dioxide,2.7
2000,pa,res,million metric tons of carbon dioxide,25.6
2000,ri,res,million metric tons of carbon dioxide,2.5
2000,sc,res,million metric tons of carbon dioxide,2.4
2000,sd,res,million metric tons of carbon dioxide,1.2
2000,tn,res,million metric tons of carbon dioxide,4.8
2000,tx,res,million metric tons of carbon dioxide,12.9
2000,ut,res,million metric tons of carbon dioxide,3.3
2000,vt,res,million metric tons of carbon dioxide,1.6
2000,va,res,million metric tons of carbon dioxide,8.2
2000,wa,res,million metric tons of carbon dioxide,5.2
2000,wv,res,million metric tons of carbon dioxide,2.4
2000,wi,res,million metric tons of carbon dioxide,10.2
2000,wy,res,million metric tons of carbon dioxide,0.8
2000,us,res,million metric tons of carbon dioxide,377.6
2001,al,res,million metric tons of carbon dioxide,3.5
2001,ak,res,million metric tons of carbon dioxide,1.8
2001,az,res,million metric tons of carbon dioxide,2.2
2001,ar,res,million metric tons of carbon dioxide,2.7
2001,ca,res,million metric tons of carbon dioxide,28.7
2001,co,res,million metric tons of carbon dioxide,7.2
2001,ct,res,million metric tons of carbon dioxide,8.3
2001,de,res,million metric tons of carbon dioxide,1.2
2001,dc,res,million metric tons of carbon dioxide,0.8
2001,fl,res,million metric tons of carbon dioxide,1.4
2001,ga,res,million metric tons of carbon dioxide,7.4
2001,hi,res,million metric tons of carbon dioxide,0.0
2001,id,res,million metric tons of carbon dioxide,1.4
2001,il,res,million metric tons of carbon dioxide,24.0
2001,in,res,million metric tons of carbon dioxide,9.3
2001,ia,res,million metric tons of carbon dioxide,4.4
2001,ks,res,million metric tons of carbon dioxide,4.2
2001,ky,res,million metric tons of carbon dioxide,3.9
2001,la,res,million metric tons of carbon dioxide,3.1
2001,me,res,million metric tons of carbon dioxide,3.8
2001,md,res,million metric tons of carbon dioxide,6.5
2001,ma,res,million metric tons of carbon dioxide,15.8
2001,mi,res,million metric tons of carbon dioxide,23.5
2001,mn,res,million metric tons of carbon dioxide,8.9
2001,ms,res,million metric tons of carbon dioxide,2.4
2001,mo,res,million metric tons of carbon dioxide,8.5
2001,mt,res,million metric tons of carbon dioxide,1.4
2001,ne,res,million metric tons of carbon dioxide,3.0
2001,nv,res,million metric tons of carbon dioxide,2.0
2001,nh,res,million metric tons of carbon dioxide,2.8
2001,nj,res,million metric tons of carbon dioxide,16.2
2001,nm,res,million metric tons of carbon dioxide,2.6
2001,ny,res,million metric tons of carbon dioxide,38.2
2001,nc,res,million metric tons of carbon dioxide,6.8
2001,nd,res,million metric tons of carbon dioxide,1.2
2001,oh,res,million metric tons of carbon dioxide,19.5
2001,ok,res,million metric tons of carbon dioxide,4.1
2001,or,res,million metric tons of carbon dioxide,2.7
2001,pa,res,million metric tons of carbon dioxide,24.3
2001,ri,res,million metric tons of carbon dioxide,2.6
2001,sc,res,million metric tons of carbon dioxide,2.2
2001,sd,res,million metric tons of carbon dioxide,1.1
2001,tn,res,million metric tons of carbon dioxide,4.6
2001,tx,res,million metric tons of carbon dioxide,14.0
2001,ut,res,million metric tons of carbon dioxide,3.3
2001,vt,res,million metric tons of carbon dioxide,1.6
2001,va,res,million metric tons of carbon dioxide,7.4
2001,wa,res,million metric tons of carbon dioxide,6.0
2001,wv,res,million metric tons of carbon dioxide,2.4
2001,wi,res,million metric tons of carbon dioxide,9.8
2001,wy,res,million metric tons of carbon dioxide,0.8
2001,us,res,million metric tons of carbon dioxide,365.5
2002,al,res,million metric tons of carbon dioxide,3.2
2002,ak,res,million metric tons of carbon dioxide,1.6
2002,az,res,million metric tons of carbon dioxide,2.2
2002,ar,res,million metric tons of carbon dioxide,2.6
2002,ca,res,million metric tons of carbon dioxide,28.7
2002,co,res,million metric tons of carbon dioxide,7.5
2002,ct,res,million metric tons of carbon dioxide,8.1
2002,de,res,million metric tons of carbon dioxide,1.2
2002,dc,res,million metric tons of carbon dioxide,0.9
2002,fl,res,million metric tons of carbon dioxide,1.4
2002,ga,res,million metric tons of carbon dioxide,7.7
2002,hi,res,million metric tons of carbon dioxide,0.0
2002,id,res,million metric tons of carbon dioxide,1.4
2002,il,res,million metric tons of carbon dioxide,25.9
2002,in,res,million metric tons of carbon dioxide,10.1
2002,ia,res,million metric tons of carbon dioxide,4.7
2002,ks,res,million metric tons of carbon dioxide,4.4
2002,ky,res,million metric tons of carbon dioxide,4.0
2002,la,res,million metric tons of carbon dioxide,2.9
2002,me,res,million metric tons of carbon dioxide,3.5
2002,md,res,million metric tons of carbon dioxide,6.7
2002,ma,res,million metric tons of carbon dioxide,15.7
2002,mi,res,million metric tons of carbon dioxide,24.8
2002,mn,res,million metric tons of carbon dioxide,9.3
2002,ms,res,million metric tons of carbon dioxide,2.1
2002,mo,res,million metric tons of carbon dioxide,7.8
2002,mt,res,million metric tons of carbon dioxide,1.5
2002,ne,res,million metric tons of carbon dioxide,2.9
2002,nv,res,million metric tons of carbon dioxide,2.0
2002,nh,res,million metric tons of carbon dioxide,2.6
2002,nj,res,million metric tons of carbon dioxide,15.7
2002,nm,res,million metric tons of carbon dioxide,2.4
2002,ny,res,million metric tons of carbon dioxide,36.0
2002,nc,res,million metric tons of carbon dioxide,6.3
2002,nd,res,million metric tons of carbon dioxide,1.2
2002,oh,res,million metric tons of carbon dioxide,20.5
2002,ok,res,million metric tons of carbon dioxide,4.4
2002,or,res,million metric tons of carbon dioxide,2.7
2002,pa,res,million metric tons of carbon dioxide,23.7
2002,ri,res,million metric tons of carbon dioxide,2.5
2002,sc,res,million metric tons of carbon dioxide,2.2
2002,sd,res,million metric tons of carbon dioxide,1.2
2002,tn,res,million metric tons of carbon dioxide,4.7
2002,tx,res,million metric tons of carbon dioxide,13.9
2002,ut,res,million metric tons of carbon dioxide,3.5
2002,vt,res,million metric tons of carbon dioxide,1.5
2002,va,res,million metric tons of carbon dioxide,7.2
2002,wa,res,million metric tons of carbon dioxide,5.5
2002,wv,res,million metric tons of carbon dioxide,2.2
2002,wi,res,million metric tons of carbon dioxide,10.5
2002,wy,res,million metric tons of carbon dioxide,0.9
2002,us,res,million metric tons of carbon dioxide,366.1
2003,al,res,million metric tons of carbon dioxide,3.1
2003,ak,res,million metric tons of carbon dioxide,1.7
2003,az,res,million metric tons of carbon dioxide,2.1
2003,ar,res,million metric tons of carbon dioxide,2.5
2003,ca,res,million metric tons of carbon dioxide,28.4
2003,co,res,million metric tons of carbon dioxide,7.6
2003,ct,res,million metric tons of carbon dioxide,9.6
2003,de,res,million metric tons of carbon dioxide,1.3
2003,dc,res,million metric tons of carbon dioxide,1.0
2003,fl,res,million metric tons of carbon dioxide,1.4
2003,ga,res,million metric tons of carbon dioxide,7.9
2003,hi,res,million metric tons of carbon dioxide,0.0
2003,id,res,million metric tons of carbon dioxide,1.3
2003,il,res,million metric tons of carbon dioxide,26.5
2003,in,res,million metric tons of carbon dioxide,11.0
2003,ia,res,million metric tons of carbon dioxide,4.8
2003,ks,res,million metric tons of carbon dioxide,4.4
2003,ky,res,million metric tons of carbon dioxide,4.3
2003,la,res,million metric tons of carbon dioxide,2.8
2003,me,res,million metric tons of carbon dioxide,4.7
2003,md,res,million metric tons of carbon dioxide,7.4
2003,ma,res,million metric tons of carbon dioxide,16.2
2003,mi,res,million metric tons of carbon dioxide,25.9
2003,mn,res,million metric tons of carbon dioxide,9.8
2003,ms,res,million metric tons of carbon dioxide,2.0
2003,mo,res,million metric tons of carbon dioxide,7.8
2003,mt,res,million metric tons of carbon dioxide,1.5
2003,ne,res,million metric tons of carbon dioxide,2.8
2003,nv,res,million metric tons of carbon dioxide,2.0
2003,nh,res,million metric tons of carbon dioxide,3.2
2003,nj,res,million metric tons of carbon dioxide,18.4
2003,nm,res,million metric tons of carbon dioxide,2.2
2003,ny,res,million metric tons of carbon dioxide,39.1
2003,nc,res,million metric tons of carbon dioxide,7.2
2003,nd,res,million metric tons of carbon dioxide,1.2
2003,oh,res,million metric tons of carbon dioxide,21.9
2003,ok,res,million metric tons of carbon dioxide,4.1
2003,or,res,million metric tons of carbon dioxide,2.6
2003,pa,res,million metric tons of carbon dioxide,26.3
2003,ri,res,million metric tons of carbon dioxide,2.8
2003,sc,res,million metric tons of carbon dioxide,2.3
2003,sd,res,million metric tons of carbon dioxide,1.2
2003,tn,res,million metric tons of carbon dioxide,4.6
2003,tx,res,million metric tons of carbon dioxide,13.4
2003,ut,res,million metric tons of carbon dioxide,3.2
2003,vt,res,million metric tons of carbon dioxide,1.6
2003,va,res,million metric tons of carbon dioxide,8.2
2003,wa,res,million metric tons of carbon dioxide,4.9
2003,wv,res,million metric tons of carbon dioxide,2.3
2003,wi,res,million metric tons of carbon dioxide,10.6
2003,wy,res,million metric tons of carbon dioxide,0.8
2003,us,res,million metric tons of carbon dioxide,384.1
2004,al,res,million metric tons of carbon dioxide,3.0
2004,ak,res,million metric tons of carbon dioxide,1.8
2004,az,res,million metric tons of carbon dioxide,2.2
2004,ar,res,million metric tons of carbon dioxide,2.3
2004,ca,res,million metric tons of carbon dioxide,29.4
2004,co,res,million metric tons of carbon dioxide,7.2
2004,ct,res,million metric tons of carbon dioxide,10.1
2004,de,res,million metric tons of carbon dioxide,1.2
2004,dc,res,million metric tons of carbon dioxide,0.9
2004,fl,res,million metric tons of carbon dioxide,1.5
2004,ga,res,million metric tons of carbon dioxide,7.8
2004,hi,res,million metric tons of carbon dioxide,0.0
2004,id,res,million metric tons of carbon dioxide,1.6
2004,il,res,million metric tons of carbon dioxide,24.8
2004,in,res,million metric tons of carbon dioxide,9.6
2004,ia,res,million metric tons of carbon dioxide,4.4
2004,ks,res,million metric tons of carbon dioxide,4.1
2004,ky,res,million metric tons of carbon dioxide,4.0
2004,la,res,million metric tons of carbon dioxide,2.5
2004,me,res,million metric tons of carbon dioxide,5.1
2004,md,res,million metric tons of carbon dioxide,7.1
2004,ma,res,million metric tons of carbon dioxide,14.8
2004,mi,res,million metric tons of carbon dioxide,24.0
2004,mn,res,million metric tons of carbon dioxide,9.4
2004,ms,res,million metric tons of carbon dioxide,1.8
2004,mo,res,million metric tons of carbon dioxide,7.3
2004,mt,res,million metric tons of carbon dioxide,1.6
2004,ne,res,million metric tons of carbon dioxide,2.5
2004,nv,res,million metric tons of carbon dioxide,2.2
2004,nh,res,million metric tons of carbon dioxide,3.3
2004,nj,res,million metric tons of carbon dioxide,17.4
2004,nm,res,million metric tons of carbon dioxide,2.3
2004,ny,res,million metric tons of carbon dioxide,38.1
2004,nc,res,million metric tons of carbon dioxide,7.1
2004,nd,res,million metric tons of carbon dioxide,1.2
2004,oh,res,million metric tons of carbon dioxide,20.7
2004,ok,res,million metric tons of carbon dioxide,3.7
2004,or,res,million metric tons of carbon dioxide,2.5
2004,pa,res,million metric tons of carbon dioxide,25.1
2004,ri,res,million metric tons of carbon dioxide,2.8
2004,sc,res,million metric tons of carbon dioxide,2.4
2004,sd,res,million metric tons of carbon dioxide,1.1
2004,tn,res,million metric tons of carbon dioxide,4.4
2004,tx,res,million metric tons of carbon dioxide,12.1
2004,ut,res,million metric tons of carbon dioxide,3.6
2004,vt,res,million metric tons of carbon dioxide,1.8
2004,va,res,million metric tons of carbon dioxide,8.3
2004,wa,res,million metric tons of carbon dioxide,4.9
2004,wv,res,million metric tons of carbon dioxide,2.3
2004,wi,res,million metric tons of carbon dioxide,10.2
2004,wy,res,million metric tons of carbon dioxide,0.8
2004,us,res,million metric tons of carbon dioxide,370.4
2005,al,res,million metric tons of carbon dioxide,2.7
2005,ak,res,million metric tons of carbon dioxide,1.8
2005,az,res,million metric tons of carbon dioxide,2.1
2005,ar,res,million metric tons of carbon dioxide,2.2
2005,ca,res,million metric tons of carbon dioxide,28.2
2005,co,res,million metric tons of carbon dioxide,7.5
2005,ct,res,million metric tons of carbon dioxide,9.2
2005,de,res,million metric tons of carbon dioxide,1.2
2005,dc,res,million metric tons of carbon dioxide,0.9
2005,fl,res,million metric tons of carbon dioxide,1.5
2005,ga,res,million metric tons of carbon dioxide,7.6
2005,hi,res,million metric tons of carbon dioxide,0.0
2005,id,res,million metric tons of carbon dioxide,1.6
2005,il,res,million metric tons of carbon dioxide,24.5
2005,in,res,million metric tons of carbon dioxide,9.4
2005,ia,res,million metric tons of carbon dioxide,4.3
2005,ks,res,million metric tons of carbon dioxide,4.0
2005,ky,res,million metric tons of carbon dioxide,3.9
2005,la,res,million metric tons of carbon dioxide,2.5
2005,me,res,million metric tons of carbon dioxide,4.6
2005,md,res,million metric tons of carbon dioxide,7.2
2005,ma,res,million metric tons of carbon dioxide,14.8
2005,mi,res,million metric tons of carbon dioxide,23.9
2005,mn,res,million metric tons of carbon dioxide,9.0
2005,ms,res,million metric tons of carbon dioxide,1.8
2005,mo,res,million metric tons of carbon dioxide,7.0
2005,mt,res,million metric tons of carbon dioxide,1.6
2005,ne,res,million metric tons of carbon dioxide,2.5
2005,nv,res,million metric tons of carbon dioxide,2.2
2005,nh,res,million metric tons of carbon dioxide,3.1
2005,nj,res,million metric tons of carbon dioxide,16.9
2005,nm,res,million metric tons of carbon dioxide,2.3
2005,ny,res,million metric tons of carbon dioxide,39.1
2005,nc,res,million metric tons of carbon dioxide,6.6
2005,nd,res,million metric tons of carbon dioxide,1.2
2005,oh,res,million metric tons of carbon dioxide,20.5
